mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_5,cpu_6,cpu_7
6,1,4008,1064,15,11,4968,8504,24,20,2664,4776,15,12,256,6968,0.5,0.46,0.42,0.37,0.29,0.29
18,15,6200,10680,4,0,632,344,11,6,1224,4136,20,17,9912,13536,0.57,0.52,0.43,0.34,0.31,0.31
15,12,7736,2216,19,17,12216,7992,7,2,3112,1288,13,7,4968,4584,0.49,0.44,0.42,0.39,0.29,0.29
19,17,11064,11064,3,0,176,56,19,17,8760,8504,25,20,28336,10296,0.55,0.53,0.48,0.28,0.3,0.31
6,1,3880,712,20,17,18336,11064,3,0,2216,568,13,8,8248,4968,0.57,0.45,0.42,0.41,0.31,0.3
15,12,256,1608,8,2,5544,256,24,20,14112,8760,6,1,4968,712,0.47,0.42,0.35,0.32,0.26,0.26
13,8,5352,2984,25,20,552,5160,2,0,2088,840,20,17,15840,4968,0.44,0.44,0.38,0.37,0.27,0.27
26,20,22152,4008,8,4,1800,1800,11,6,7992,1352,18,14,1928,12960,0.49,0.46,0.41,0.38,0.29,0.29
3,0,1416,504,8,2,5544,1320,20,17,18336,4584,20,17,15264,12960,0.58,0.47,0.43,0.38,0.31,0.31
20,17,6712,6712,6,1,176,344,8,4,1544,2728,3,0,680,568,0.44,0.4,0.39,0.32,0.26,0.26
22,19,5992,15264,15,12,1128,8760,15,12,10296,4264,7,2,3240,1672,0.55,0.49,0.44,0.43,0.32,0.32
2,0,1064,1064,15,12,4584,5992,8,2,5736,520,15,12,5544,8504,0.51,0.46,0.44,0.38,0.3,0.3
15,10,12960,776,24,20,9144,11448,22,19,3240,5736,8,4,6456,1544,0.49,0.4,0.39,0.38,0.28,0.27
13,7,3368,3368,26,20,5544,9912,11,6,4584,3880,2,0,2088,504,0.45,0.43,0.4,0.39,0.28,0.28
8,2,6456,144,8,4,680,776,13,8,11064,5352,3,0,872,328,0.47,0.35,0.34,0.33,0.25,0.25
15,11,840,1736,6,1,936,872,25,20,19848,7224,5,0,144,88,0.47,0.38,0.32,0.28,0.25,0.24
24,20,11832,776,2,0,696,256,25,20,22152,3112,20,18,4392,15840,0.53,0.43,0.37,0.33,0.28,0.28
18,14,1608,3880,4,0,3496,1288,7,2,1608,1416,24,20,4264,6200,0.46,0.4,0.39,0.35,0.27,0.27
15,12,11832,7992,6,1,3752,1160,24,20,9528,4776,8,2,3880,328,0.55,0.42,0.41,0.35,0.29,0.29
20,18,2792,3880,18,14,15840,12216,15,12,4584,5736,24,20,12576,16416,0.59,0.57,0.47,0.37,0.33,0.34
2,0,1320,1192,19,17,11448,15264,4,0,1992,536,25,20,11064,1160,0.56,0.43,0.4,0.38,0.3,0.29
11,6,3752,4008,4,0,3496,392,13,7,904,472,20,18,8760,1288,0.44,0.4,0.36,0.3,0.25,0.25
18,15,12216,5160,5,0,2792,1000,8,2,1544,1096,18,15,15264,1736,0.45,0.43,0.4,0.37,0.28,0.28
4,0,2408,488,19,17,7224,7992,3,0,2088,536,15,11,12960,2664,0.45,0.41,0.41,0.4,0.28,0.28
18,14,14688,4584,7,2,3880,1544,26,20,5544,16416,24,20,14112,11064,0.53,0.51,0.45,0.42,0.32,0.32
4,0,2472,504,22,19,5544,13536,19,17,9144,13536,15,12,5992,4264,0.56,0.52,0.42,0.4,0.32,0.32
4,0,2344,1288,18,15,1608,12216,8,4,3112,488,22,19,14688,9528,0.5,0.5,0.45,0.34,0.29,0.3
8,4,4392,328,10,4,3368,1928,4,0,408,1128,6,1,2728,1544,0.43,0.41,0.39,0.34,0.26,0.26
10,4,2216,696,10,4,3368,2984,15,12,3112,3880,22,19,6968,1064,0.43,0.4,0.36,0.35,0.26,0.25
11,6,4008,1992,15,12,7736,3624,8,2,1384,1160,18,14,10680,4584,0.43,0.42,0.39,0.39,0.27,0.27
22,19,16992,12576,4,0,256,88,20,18,10680,16416,20,17,7224,9144,0.59,0.56,0.47,0.31,0.29,0.32
13,7,9528,3624,13,8,10296,5544,2,0,424,840,19,17,3624,1800,0.48,0.43,0.41,0.35,0.28,0.28
7,2,5352,696,15,12,12216,6968,13,7,4776,3880,4,0,1288,1384,0.52,0.43,0.41,0.39,0.29,0.29
13,7,3624,4776,3,0,1096,256,4,0,1736,1192,26,20,10296,1160,0.44,0.43,0.37,0.33,0.26,0.26
2,0,1864,968,13,8,5992,1384,18,14,9912,10296,25,20,18336,4392,0.53,0.45,0.43,0.37,0.3,0.3
6,1,2792,744,15,12,5544,9912,13,7,9912,472,6,1,712,1736,0.52,0.43,0.4,0.37,0.29,0.28
11,6,328,1032,8,2,3624,1608,24,20,19080,8760,13,7,9528,1608,0.48,0.41,0.39,0.31,0.27,0.27
2,0,1160,120,15,9,552,3112,5,0,2664,176,22,19,18336,12576,0.57,0.35,0.35,0.32,0.27,0.26
19,17,8760,2472,4,0,1992,376,10,4,2984,2344,4,0,2408,616,0.41,0.4,0.39,0.37,0.26,0.26
8,2,1096,1160,15,10,9528,2536,15,10,11448,5544,10,4,7480,2408,0.48,0.44,0.4,0.39,0.29,0.28
26,20,29296,18336,13,8,3240,968,18,15,14112,14112,18,14,3240,8248,0.68,0.59,0.46,0.34,0.35,0.34
20,18,9528,16416,13,7,3880,2536,2,0,568,712,15,12,6456,1608,0.59,0.41,0.4,0.38,0.3,0.29
3,0,328,1384,15,10,8504,136,4,0,328,1000,25,20,26416,19080,0.65,0.41,0.4,0.35,0.31,0.29
19,17,12576,12216,24,20,11832,15264,5,0,1480,680,18,15,9528,2856,0.57,0.56,0.41,0.4,0.32,0.32
22,19,22920,15840,2,0,1864,904,15,9,10680,2856,24,20,25456,19080,0.64,0.63,0.43,0.42,0.35,0.35
2,0,176,1320,22,19,440,15264,3,0,1608,224,18,15,2280,7736,0.51,0.42,0.42,0.35,0.28,0.28
22,19,6456,17568,15,10,9912,2536,15,12,1992,2024,25,20,12576,19080,0.6,0.55,0.41,0.35,0.32,0.32
25,20,21384,3112,18,14,2600,6712,18,15,2280,4008,24,20,14688,9144,0.47,0.44,0.4,0.37,0.28,0.28
18,15,3880,4584,15,10,9144,456,20,17,7224,3368,24,20,24496,9528,0.52,0.4,0.38,0.36,0.28,0.27
7,2,6200,1160,7,2,4968,1256,15,11,4968,6712,10,4,2664,1128,0.48,0.43,0.43,0.36,0.28,0.28
18,14,1608,1544,15,9,13536,4968,13,8,3368,120,2,0,2024,208,0.46,0.35,0.33,0.32,0.25,0.24
25,20,28336,19848,15,11,4264,7224,15,12,1416,176,15,10,3112,3752,0.65,0.48,0.39,0.31,0.3,0.31
18,15,7736,7992,25,20,22152,11448,19,17,4776,7224,24,20,5992,2344,0.54,0.47,0.43,0.36,0.3,0.3
8,4,6200,1608,13,7,8504,4008,11,6,2472,3240,8,2,1672,296,0.44,0.43,0.4,0.32,0.26,0.27
24,20,12960,19080,15,9,1128,6456,10,4,1416,3496,18,15,11064,5160,0.6,0.45,0.45,0.44,0.33,0.32
7,2,104,256,6,1,3496,600,11,6,4776,2216,8,2,2792,72,0.4,0.39,0.31,0.29,0.23,0.23
8,2,5992,1992,10,4,136,3112,18,14,15840,6968,11,6,6968,328,0.5,0.47,0.42,0.37,0.29,0.3
20,18,18336,10296,4,0,1992,904,11,6,8248,4968,5,0,776,176,0.56,0.49,0.43,0.31,0.3,0.3
13,7,10680,4968,25,20,15264,6200,2,0,776,1192,8,2,4392,520,0.47,0.45,0.43,0.37,0.28,0.29
3,0,904,1160,20,17,18336,600,10,4,2536,408,25,20,16416,12576,0.53,0.43,0.41,0.31,0.28,0.28
11,6,2792,4968,4,0,904,1032,18,14,7736,2024,6,1,4584,1032,0.45,0.43,0.41,0.39,0.28,0.28
19,17,9912,6712,4,0,1544,176,11,6,2664,1480,24,20,11832,19080,0.58,0.45,0.36,0.32,0.29,0.28
19,17,12960,9912,26,20,14112,9528,11,6,4392,1864,6,1,5160,1224,0.53,0.5,0.44,0.39,0.31,0.31
15,12,2856,7992,18,15,12216,9144,15,9,8760,3112,15,10,5544,4008,0.53,0.48,0.42,0.41,0.31,0.31
22,19,12216,16416,15,9,1992,4136,7,2,4264,872,13,8,3368,5352,0.58,0.45,0.42,0.39,0.31,0.3
4,0,1000,648,19,17,17568,11832,4,0,3624,840,18,14,7992,11832,0.58,0.55,0.44,0.4,0.33,0.33
15,9,256,7480,15,12,9912,376,20,18,15840,6712,26,20,16416,7992,0.49,0.47,0.44,0.38,0.3,0.3
15,9,7224,296,20,18,18336,6712,5,0,2216,808,13,7,1800,3112,0.49,0.41,0.37,0.35,0.27,0.27
15,10,7224,7480,7,2,4584,72,13,7,8760,712,4,0,208,1192,0.49,0.42,0.39,0.33,0.27,0.27
18,15,13536,2600,22,19,22920,5352,10,4,6968,3624,15,9,10680,3112,0.48,0.48,0.42,0.41,0.3,0.3
8,2,5544,1320,20,17,16416,8248,4,0,1992,344,15,9,9912,3496,0.52,0.43,0.41,0.38,0.29,0.29
7,2,6200,1480,15,9,4264,7480,18,15,5544,11064,22,19,12960,12576,0.56,0.51,0.47,0.45,0.33,0.33
15,10,5160,2856,26,20,11448,13536,15,9,14112,616,6,1,4264,344,0.53,0.39,0.38,0.37,0.28,0.27
5,0,1544,376,8,2,6712,776,15,10,3496,7224,13,7,1608,224,0.48,0.41,0.36,0.3,0.26,0.26
18,15,10680,3496,15,9,1416,6968,15,10,256,5736,8,2,4392,616,0.44,0.42,0.41,0.39,0.28,0.28
8,2,1384,1992,15,12,7736,1000,7,2,3368,1672,13,8,6968,2536,0.42,0.42,0.4,0.37,0.27,0.27
18,15,1608,4264,20,18,19080,12960,24,20,13536,15264,15,12,1416,376,0.59,0.56,0.36,0.31,0.3,0.3
15,12,11064,2600,20,17,14112,9144,20,17,17568,4008,22,19,17568,10296,0.53,0.52,0.46,0.41,0.32,0.32
15,11,1416,7224,13,8,4584,2216,19,17,10296,12216,26,20,13536,7992,0.54,0.46,0.45,0.38,0.3,0.3
7,2,2472,472,20,17,5160,13536,8,2,3624,1000,7,2,4968,2216,0.54,0.47,0.4,0.35,0.29,0.29
7,2,4584,1608,19,17,5736,7736,8,4,4392,1064,4,0,2280,424,0.44,0.43,0.39,0.38,0.27,0.27
26,20,14112,17568,6,1,1224,1160,5,0,1544,504,11,6,8504,1672,0.59,0.41,0.4,0.37,0.3,0.29
8,2,2344,776,20,17,13536,1544,11,6,4264,4264,25,20,2856,776,0.46,0.4,0.37,0.34,0.26,0.26
4,0,2344,88,18,15,15840,1736,11,6,872,3240,15,11,1736,6200,0.46,0.42,0.38,0.32,0.26,0.26
25,20,27376,776,15,12,4584,4968,3,0,1416,648,8,2,4584,1256,0.42,0.41,0.4,0.4,0.27,0.27
5,0,2344,600,22,19,19848,3624,15,12,1416,376,22,19,14112,15264,0.57,0.45,0.39,0.31,0.29,0.29
8,4,4392,3496,11,6,5992,4136,15,12,5736,3496,11,6,1224,3624,0.47,0.46,0.41,0.4,0.29,0.29
10,4,3368,1864,13,8,6200,6968,4,0,3112,224,10,4,7992,3112,0.49,0.48,0.4,0.36,0.29,0.29
22,19,13536,4776,13,8,4968,3240,15,10,9912,1416,8,2,5544,936,0.44,0.41,0.4,0.38,0.27,0.27
8,2,2664,208,15,10,7224,6968,20,18,2792,7992,8,2,4584,2088,0.5,0.47,0.43,0.32,0.28,0.29
15,9,5544,6968,13,8,2728,5544,18,15,3880,14112,3,0,104,1256,0.55,0.48,0.46,0.43,0.32,0.32
4,0,408,936,11,6,328,3752,18,14,13536,10296,13,7,6712,1224,0.55,0.4,0.4,0.38,0.29,0.28
6,1,2216,712,15,12,6456,4776,19,17,16416,11064,26,20,29296,3112,0.55,0.47,0.43,0.39,0.31,0.3
20,18,8760,15264,3,0,40,1192,4,0,632,392,3,0,1736,808,0.56,0.42,0.4,0.34,0.29,0.29
15,10,2280,296,8,2,3624,424,3,0,1480,488,13,7,4136,4968,0.44,0.37,0.36,0.3,0.25,0.25
24,20,5352,12576,5,0,1864,392,8,4,2344,2216,20,17,4776,11448,0.51,0.47,0.39,0.38,0.29,0.29
15,9,10680,4392,24,20,21384,11832,22,19,22152,7480,2,0,1064,648,0.54,0.5,0.44,0.4,0.31,0.31
8,4,4968,2664,2,0,968,1000,10,4,5736,840,18,15,6712,1992,0.44,0.42,0.38,0.37,0.27,0.27
19,17,4008,12216,6,1,3880,376,6,1,2216,256,2,0,696,872,0.49,0.41,0.37,0.33,0.27,0.27
15,9,3112,6200,13,8,2472,120,15,9,12960,616,19,17,16416,10680,0.55,0.45,0.39,0.31,0.28,0.28
15,11,13536,1384,8,2,4968,520,13,7,2024,2344,2,0,1544,88,0.39,0.38,0.35,0.32,0.24,0.24
20,18,11832,7480,15,11,2856,6456,13,7,4584,4392,6,1,4264,1480,0.49,0.45,0.45,0.44,0.31,0.3
15,10,10296,6456,8,4,6200,1416,20,17,8760,12960,15,9,11064,1544,0.56,0.5,0.42,0.39,0.31,0.31
3,0,104,208,8,4,4392,904,13,8,9528,3496,15,11,7992,6712,0.5,0.42,0.39,0.31,0.27,0.27
19,17,1416,14688,13,8,10296,5736,26,20,29296,14688,15,10,13536,1256,0.63,0.52,0.51,0.41,0.35,0.34
5,0,1928,424,18,15,11448,6456,2,0,1288,1192,15,10,840,2536,0.47,0.44,0.37,0.35,0.27,0.27
15,9,13536,5736,19,17,15264,11448,26,20,5992,8760,18,15,2280,12576,0.59,0.51,0.48,0.44,0.34,0.34
20,17,3112,600,8,4,4392,3240,5,0,504,16,15,10,7480,7992,0.51,0.47,0.32,0.27,0.26,0.26
8,2,1800,568,10,4,296,2664,2,0,1480,680,8,4,2664,1800,0.42,0.4,0.39,0.36,0.26,0.26
19,17,10680,10296,5,0,1384,328,18,15,6456,1128,2,0,424,1256,0.51,0.42,0.36,0.35,0.28,0.27
8,4,1096,2728,26,20,1800,10296,13,8,6712,4968,13,8,9912,6712,0.49,0.46,0.45,0.42,0.3,0.3
19,17,6456,12960,15,10,2600,7736,15,9,840,6200,13,7,11448,2344,0.54,0.49,0.44,0.42,0.32,0.31
15,12,2280,9144,15,9,1416,2856,20,17,13536,4968,11,6,3752,3112,0.49,0.45,0.42,0.36,0.29,0.29
18,14,2984,6200,15,9,4264,6712,22,19,19080,9912,15,11,4968,3368,0.55,0.46,0.41,0.41,0.31,0.3
2,0,1800,1288,24,20,16992,18336,8,2,4776,1800,15,12,12576,376,0.61,0.45,0.45,0.4,0.32,0.31
18,14,10296,224,25,20,8504,776,8,2,536,1480,11,6,3880,4584,0.45,0.38,0.37,0.36,0.26,0.26
15,9,13536,3112,3,0,2088,1352,26,20,14688,376,25,20,22152,5992,0.47,0.45,0.41,0.38,0.28,0.28
8,4,6712,1352,2,0,1288,1032,13,7,1800,5352,25,20,2856,11448,0.46,0.45,0.44,0.42,0.29,0.29
20,17,19080,3368,15,10,2600,2024,7,2,2216,176,3,0,1544,152,0.43,0.34,0.32,0.31,0.24,0.23
25,20,15840,15840,8,2,1800,1256,15,10,4008,7736,18,15,6712,1736,0.58,0.48,0.4,0.37,0.31,0.31
15,11,8760,5352,7,2,1480,1000,3,0,2856,936,20,18,6200,7480,0.47,0.44,0.43,0.4,0.29,0.29
19,17,4008,9144,15,10,4008,1096,8,2,5992,1992,24,20,4264,12216,0.46,0.46,0.46,0.35,0.28,0.29
15,11,5992,1736,8,4,4776,1192,15,11,13536,3496,3,0,2664,1192,0.45,0.44,0.4,0.37,0.28,0.28
8,4,6200,1800,22,19,904,8760,26,20,21384,14688,15,12,5160,4584,0.58,0.43,0.42,0.41,0.31,0.3
26,20,8504,7480,6,1,3880,1256,19,17,14112,280,8,4,680,328,0.43,0.43,0.38,0.29,0.25,0.26
20,18,1160,11064,22,19,22152,6200,11,6,7992,1672,20,17,776,6456,0.49,0.47,0.41,0.38,0.29,0.29
25,20,14112,6712,25,20,12960,18336,2,0,144,1128,20,17,11064,14688,0.6,0.58,0.46,0.42,0.34,0.34
3,0,440,1256,15,9,13536,6200,5,0,776,120,8,2,4968,1992,0.47,0.46,0.43,0.3,0.27,0.28
5,0,968,456,13,8,11064,5992,2,0,616,88,19,17,11832,14688,0.59,0.49,0.36,0.3,0.29,0.29
13,7,8760,2088,18,15,8504,3112,11,6,3880,4968,22,19,1384,6200,0.47,0.41,0.4,0.39,0.28,0.28
10,4,2856,3496,2,0,1864,88,13,7,440,6200,22,19,1864,15264,0.52,0.46,0.43,0.33,0.29,0.29
2,0,648,712,15,11,12576,7480,8,2,3112,2216,15,10,12216,7480,0.53,0.51,0.46,0.4,0.32,0.32
20,18,776,7480,6,1,392,488,8,4,3496,1128,25,20,5160,5544,0.4,0.4,0.37,0.35,0.25,0.25
10,4,5160,3112,19,17,15264,4584,15,9,8760,4264,18,14,2280,2024,0.47,0.45,0.43,0.35,0.28,0.29
26,20,23688,2792,3,0,1864,224,13,8,9528,3752,13,7,5544,472,0.43,0.43,0.35,0.34,0.26,0.26
13,7,6712,4584,8,4,120,2856,3,0,2216,88,26,20,8504,9912,0.47,0.45,0.4,0.34,0.27,0.28
13,8,10296,4968,19,17,5352,6200,2,0,1320,1128,13,7,11448,2344,0.46,0.44,0.43,0.42,0.29,0.29
11,6,328,3880,13,8,11064,6200,15,12,3496,8248,19,17,4776,15264,0.55,0.5,0.5,0.41,0.33,0.33
11,6,1224,392,20,17,19080,8248,15,9,840,456,10,4,3368,3240,0.52,0.45,0.31,0.3,0.26,0.26
8,2,4968,1192,2,0,1864,1032,11,6,2472,1128,15,12,6200,8504,0.52,0.45,0.43,0.34,0.29,0.29
11,6,8504,2280,20,17,17568,12960,18,14,2280,9912,15,10,12960,5160,0.6,0.49,0.48,0.42,0.33,0.33
15,11,14112,1224,24,20,6456,16992,15,10,2856,6200,18,15,632,11064,0.57,0.48,0.46,0.41,0.32,0.32
13,7,3624,4392,5,0,4008,1192,24,20,5352,19080,19,17,10296,8760,0.57,0.5,0.45,0.41,0.32,0.32
13,7,5992,3496,20,17,4392,4264,15,9,1992,1416,13,7,2280,4776,0.43,0.41,0.4,0.33,0.26,0.26
15,12,7480,9912,25,20,8504,5544,25,20,4008,16416,6,1,4136,88,0.53,0.52,0.42,0.34,0.3,0.3
15,10,5992,6712,18,15,12960,3496,24,20,4264,17568,20,17,3112,6968,0.55,0.48,0.43,0.42,0.32,0.31
15,12,256,9912,26,20,15840,16416,5,0,2088,456,4,0,1544,456,0.6,0.47,0.39,0.38,0.31,0.3
8,4,536,2792,15,12,1128,9912,2,0,872,152,8,2,1096,2024,0.49,0.43,0.4,0.32,0.27,0.28
26,20,26416,8248,10,4,616,904,25,20,10296,19848,24,20,2152,15264,0.59,0.53,0.51,0.34,0.33,0.33
15,12,840,9912,10,4,2664,552,13,7,6712,4136,18,14,13536,4968,0.49,0.45,0.43,0.34,0.28,0.29
2,0,1000,1160,13,8,1352,3880,8,4,1672,3624,15,11,4584,1544,0.44,0.43,0.38,0.37,0.27,0.27
13,7,8760,3496,20,18,11064,6712,5,0,1864,376,10,4,5160,2472,0.45,0.43,0.42,0.36,0.27,0.28
15,9,12216,1416,25,20,5160,13536,7,2,3368,568,22,19,21384,11832,0.55,0.5,0.39,0.38,0.3,0.3
8,4,968,2152,8,4,1800,1000,13,7,9528,2088,24,20,27376,8760,0.5,0.39,0.38,0.35,0.27,0.27
8,4,6968,2792,26,20,21384,16416,8,4,4584,3496,8,4,3496,3112,0.62,0.46,0.45,0.45,0.33,0.32
11,6,2664,4776,19,17,5352,6712,15,12,9528,1608,6,1,4584,1800,0.47,0.45,0.43,0.4,0.29,0.29
10,4,5544,120,26,20,5992,14112,8,4,4968,408,18,15,9912,12960,0.55,0.51,0.37,0.34,0.3,0.29
10,4,7480,1544,6,1,3112,24,5,0,3112,504,18,14,7992,11448,0.52,0.42,0.4,0.3,0.27,0.27
20,18,9528,7992,18,15,968,13536,19,17,11448,12960,15,11,256,4584,0.57,0.51,0.47,0.39,0.32,0.33
13,8,7736,3112,20,18,19848,4584,5,0,72,1256,10,4,4008,328,0.46,0.42,0.41,0.33,0.27,0.27
5,0,1480,776,19,17,696,14688,15,9,6200,2856,8,4,392,3496,0.51,0.43,0.4,0.39,0.29,0.29
19,17,2536,11832,8,2,4392,1608,7,2,1480,1256,22,19,7992,2536,0.49,0.44,0.39,0.38,0.28,0.28
15,11,11064,6456,15,11,552,4776,13,7,2024,2088,13,8,10296,5160,0.5,0.49,0.4,0.37,0.29,0.29
25,20,16992,12576,24,20,5352,776,6,1,2600,904,24,20,3240,11064,0.53,0.44,0.39,0.32,0.28,0.28
19,17,5736,1224,13,8,4392,2344,15,10,10680,7480,8,2,6200,872,0.53,0.42,0.37,0.37,0.28,0.28
20,17,4392,904,6,1,3112,1800,10,4,4776,1288,15,10,9144,4584,0.45,0.44,0.39,0.34,0.27,0.27
15,11,6200,680,15,12,6200,584,4,0,2728,120,2,0,872,744,0.4,0.36,0.35,0.33,0.24,0.24
20,18,15264,13536,2,0,1288,392,20,17,16992,4008,20,17,2344,6712,0.61,0.46,0.41,0.38,0.31,0.3
15,9,8248,1416,26,20,20616,1160,25,20,1736,15264,3,0,1608,1160,0.49,0.43,0.41,0.37,0.28,0.28
22,19,2344,4776,13,8,6968,968,11,6,5352,2216,22,19,14112,2152,0.39,0.38,0.38,0.37,0.25,0.25
10,4,1416,3240,26,20,11064,9528,8,4,2536,3112,20,17,19848,6456,0.49,0.48,0.44,0.44,0.31,0.31
15,9,12216,2984,15,10,8504,5160,19,17,10680,4264,15,11,8504,1736,0.46,0.42,0.42,0.39,0.28,0.28
3,0,1928,176,24,20,27376,2792,19,17,8760,10296,20,18,7224,14688,0.56,0.51,0.45,0.34,0.31,0.31
13,8,8760,3240,19,17,5736,11448,11,6,6712,392,10,4,296,2344,0.5,0.42,0.39,0.37,0.28,0.28
15,12,9912,6968,6,1,3240,1544,26,20,16416,9144,24,20,15264,19080,0.59,0.51,0.5,0.46,0.35,0.34
7,2,1800,1096,18,14,6200,9144,8,2,5544,776,15,12,12960,4776,0.49,0.47,0.4,0.39,0.29,0.29
8,2,1384,840,20,18,1544,14112,13,7,6712,224,25,20,7992,7224,0.52,0.42,0.37,0.34,0.28,0.27
15,9,10680,7992,4,0,256,488,8,2,2536,520,4,0,904,536,0.49,0.38,0.36,0.36,0.27,0.26
2,0,1160,1224,25,20,4584,6200,15,12,8760,4968,20,17,15840,10296,0.54,0.45,0.43,0.4,0.31,0.3
6,1,2728,600,18,15,5992,6200,6,1,2216,1608,25,20,16416,2792,0.43,0.42,0.4,0.39,0.27,0.27
4,0,1928,536,20,18,10680,6456,13,8,7736,4968,3,0,1320,840,0.46,0.45,0.41,0.4,0.29,0.29
15,9,14112,6200,15,9,840,3496,22,19,13536,6712,15,11,12216,1736,0.48,0.47,0.41,0.36,0.29,0.29
7,2,4136,1192,24,20,14688,15840,20,18,17568,632,2,0,472,88,0.57,0.41,0.41,0.29,0.28,0.28
25,20,13536,6200,20,18,3624,9528,15,12,1416,376,24,20,6456,6200,0.45,0.44,0.41,0.31,0.27,0.27
8,2,4968,1192,4,0,3240,176,6,1,392,1352,6,1,3752,24,0.43,0.39,0.36,0.32,0.25,0.25
15,10,2600,3752,8,4,536,776,19,17,17568,7224,5,0,2792,32,0.49,0.39,0.34,0.32,0.26,0.25
3,0,1480,176,15,12,4264,2600,25,20,2856,3112,15,10,11448,3752,0.42,0.36,0.35,0.33,0.24,0.24
2,0,1928,176,6,1,4968,1128,8,4,6968,1736,13,7,11064,6200,0.49,0.44,0.43,0.35,0.28,0.29
24,20,21384,12960,10,4,4264,488,18,15,2280,9528,13,7,2472,2664,0.55,0.47,0.37,0.35,0.29,0.29
5,0,2728,176,20,18,19848,1608,4,0,3496,120,3,0,2472,776,0.42,0.41,0.34,0.34,0.25,0.25
15,11,11832,4968,20,17,17568,9144,20,17,19848,5544,15,12,7224,8760,0.53,0.53,0.48,0.48,0.34,0.34
18,14,8504,9144,20,17,16416,14688,15,10,12576,6200,11,6,1384,4584,0.63,0.52,0.5,0.45,0.35,0.35
7,2,3624,1000,11,6,872,256,11,6,5352,2280,11,6,6200,176,0.39,0.39,0.34,0.29,0.24,0.24
11,6,504,2600,18,15,12960,11448,13,8,1128,1384,6,1,3880,744,0.56,0.42,0.38,0.33,0.28,0.28
18,15,6200,9144,15,10,14112,4008,25,20,15840,8760,20,18,19080,5160,0.49,0.49,0.48,0.46,0.32,0.32
15,9,9912,6456,2,0,872,328,6,1,3240,1608,3,0,104,872,0.48,0.45,0.4,0.35,0.28,0.28
18,14,3240,8760,8,2,6712,1736,13,8,208,2216,26,20,1192,19848,0.55,0.47,0.45,0.34,0.3,0.3
13,8,3880,3880,25,20,1736,7224,13,8,8760,4392,13,7,6712,5352,0.47,0.44,0.41,0.4,0.29,0.29
6,1,4008,176,10,4,3368,2984,18,14,3624,11448,6,1,4776,256,0.51,0.45,0.36,0.35,0.28,0.28
15,12,8504,4392,11,6,5736,3368,6,1,1736,1800,3,0,1032,32,0.44,0.44,0.42,0.3,0.27,0.26
20,18,15264,8504,22,19,19848,13536,3,0,2024,424,15,11,3112,4392,0.59,0.5,0.4,0.38,0.31,0.31
15,12,2856,2600,22,19,17568,14112,19,17,9144,1544,24,20,22920,14688,0.6,0.59,0.38,0.38,0.33,0.32
18,14,968,10680,5,0,2792,256,5,0,1320,776,8,2,6200,2024,0.48,0.47,0.41,0.36,0.29,0.29
11,6,1928,1224,4,0,1192,1032,18,14,14112,6712,15,11,1416,8504,0.5,0.48,0.41,0.36,0.29,0.29
26,20,12216,6200,20,17,7224,6200,20,18,16992,11832,10,4,4392,1544,0.56,0.44,0.43,0.4,0.31,0.3
5,0,1224,872,5,0,2664,936,5,0,2024,256,24,20,3240,15264,0.5,0.43,0.41,0.34,0.28,0.28
4,0,1864,456,25,20,25456,4776,15,9,5160,2216,3,0,2600,936,0.47,0.42,0.38,0.36,0.27,0.27
6,1,4392,1224,20,18,17568,5160,2,0,1160,424,13,8,8248,4584,0.46,0.44,0.44,0.37,0.28,0.29
7,2,4136,1288,13,7,11448,2664,19,17,3624,5736,3,0,904,568,0.43,0.42,0.4,0.38,0.27,0.27
7,2,2536,1192,22,19,4584,4008,22,19,440,6456,13,7,904,2536,0.39,0.38,0.37,0.36,0.25,0.25
20,17,776,11832,4,0,2216,1032,13,7,3240,2088,2,0,1800,344,0.49,0.45,0.37,0.36,0.28,0.28
13,7,11064,2216,22,19,9144,10296,25,20,19848,11832,24,20,14688,11832,0.54,0.53,0.49,0.41,0.33,0.33
13,8,6712,3240,22,19,2344,11832,15,12,8760,2984,15,9,4264,7736,0.47,0.47,0.42,0.41,0.29,0.29
20,18,3624,10680,2,0,328,1032,8,4,2664,2088,4,0,552,32,0.46,0.41,0.4,0.28,0.26,0.26
20,17,7992,10296,13,8,680,968,15,10,12216,5992,25,20,19848,16416,0.61,0.51,0.49,0.31,0.32,0.32
15,10,9912,456,8,2,536,520,7,2,4584,696,4,0,3624,1256,0.45,0.4,0.36,0.33,0.26,0.25
8,2,2536,1000,2,0,1416,32,3,0,2728,712,20,18,8248,1608,0.42,0.38,0.36,0.3,0.24,0.24
10,4,1096,1416,25,20,15264,12216,26,20,20616,2792,15,11,4584,7736,0.53,0.49,0.42,0.36,0.3,0.3
10,4,4008,1544,8,4,6712,3112,10,4,2664,488,2,0,1192,456,0.46,0.4,0.38,0.34,0.26,0.26
15,9,4008,136,2,0,1256,56,5,0,2088,376,7,2,1608,1544,0.41,0.36,0.31,0.31,0.23,0.23
