mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_5,cpu_6,cpu_7
13,7,11448,4392,13,7,6968,4008,3,0,328,288,4,0,1416,968,0.47,0.43,0.42,0.32,0.27,0.28
4,0,1864,712,8,2,5992,2024,25,20,26416,14688,4,0,1800,504,0.6,0.45,0.41,0.39,0.31,0.31
3,0,1928,176,5,0,3496,1256,8,4,1384,2216,6,1,936,632,0.44,0.39,0.36,0.33,0.26,0.25
22,19,9912,1800,11,6,8760,2728,15,11,1992,3368,3,0,2408,1352,0.45,0.44,0.39,0.37,0.27,0.27
25,20,27376,14112,8,4,4968,2664,4,0,1608,648,13,8,6200,1672,0.6,0.44,0.4,0.37,0.31,0.3
20,18,9912,632,25,20,1128,8760,8,4,808,120,13,7,2984,3368,0.41,0.37,0.37,0.28,0.24,0.24
19,17,10296,5160,18,15,4584,9528,15,11,1992,8760,19,17,17568,4584,0.48,0.48,0.47,0.45,0.31,0.32
15,12,6968,1608,25,20,1128,9912,15,11,5544,504,15,12,9912,176,0.41,0.38,0.37,0.34,0.25,0.25
13,8,5992,4776,13,7,3368,2664,6,1,1544,1224,5,0,3112,16,0.44,0.41,0.37,0.32,0.26,0.26
4,0,2216,840,25,20,16416,7224,20,17,8760,8504,3,0,2536,1064,0.48,0.46,0.45,0.42,0.3,0.3
18,14,4584,9528,8,4,3496,3368,15,12,12960,2024,4,0,1128,344,0.49,0.45,0.43,0.36,0.29,0.29
13,7,2728,2664,4,0,208,376,8,4,968,1352,15,9,8248,4584,0.43,0.37,0.36,0.33,0.25,0.25
24,20,22920,7480,5,0,2664,1096,20,18,14112,4264,8,2,5736,376,0.49,0.44,0.44,0.37,0.29,0.29
13,7,6200,840,25,20,7480,19848,8,2,536,968,19,17,12576,1544,0.55,0.4,0.36,0.36,0.28,0.27
8,4,3752,408,20,17,7480,7224,15,9,11448,6712,15,10,10296,7224,0.52,0.49,0.46,0.35,0.3,0.31
7,2,4968,1000,20,18,1992,5992,6,1,2088,936,24,20,16992,15264,0.58,0.42,0.39,0.38,0.3,0.29
24,20,16992,14112,20,17,1992,14688,15,9,256,3752,8,2,2792,1608,0.54,0.52,0.42,0.37,0.31,0.31
15,12,9912,5992,15,10,11064,4008,6,1,176,1608,19,17,11448,2472,0.49,0.43,0.41,0.41,0.29,0.29
10,4,7736,1608,10,4,5736,3496,10,4,4008,1128,22,19,14112,17568,0.59,0.47,0.43,0.38,0.31,0.31
4,0,1992,456,20,18,16992,12216,18,15,12216,9912,26,20,21384,16992,0.63,0.58,0.55,0.39,0.35,0.36
18,14,10680,5160,13,8,2472,3368,20,17,2344,12960,13,7,9528,4392,0.52,0.47,0.45,0.39,0.3,0.3
4,0,1608,56,25,20,4008,1544,18,15,12216,12960,25,20,14688,15840,0.59,0.58,0.35,0.31,0.3,0.31
18,14,10680,11448,19,17,11832,8248,15,10,1416,4968,18,15,8760,11064,0.56,0.55,0.5,0.43,0.34,0.34
25,20,4008,5544,11,6,6200,1480,4,0,1864,1320,18,14,5160,11448,0.52,0.45,0.4,0.39,0.29,0.29
18,15,4584,4584,13,7,1352,1320,15,11,7480,2088,2,0,1864,392,0.41,0.39,0.38,0.33,0.25,0.25
15,9,5544,1736,18,14,11448,4136,3,0,1544,56,15,12,12960,2792,0.43,0.41,0.36,0.31,0.25,0.25
10,4,2536,3240,15,9,9528,1096,18,14,9912,6200,4,0,696,680,0.45,0.43,0.39,0.37,0.27,0.27
20,18,7224,15840,5,0,3496,776,15,11,10296,4776,2,0,1672,208,0.56,0.46,0.42,0.35,0.3,0.3
15,10,14112,7224,2,0,1480,776,6,1,504,1416,15,9,5992,3112,0.52,0.43,0.41,0.39,0.29,0.29
24,20,520,17568,7,2,3880,616,19,17,8760,4264,24,20,12960,17568,0.59,0.52,0.41,0.39,0.32,0.32
26,20,9144,19080,18,15,8760,6200,22,19,5992,14688,15,9,552,1544,0.58,0.53,0.45,0.32,0.31,0.32
10,4,2536,2728,2,0,72,1288,8,2,1256,648,20,17,19080,10296,0.56,0.43,0.42,0.37,0.3,0.29
22,19,1384,10296,20,18,9528,9528,20,17,10296,12960,7,2,968,208,0.56,0.49,0.44,0.31,0.3,0.3
6,1,808,488,8,4,1544,2600,15,9,2856,1736,18,14,13536,1000,0.4,0.39,0.35,0.34,0.25,0.25
19,17,3240,600,7,2,2536,936,10,4,7992,1416,10,4,7736,840,0.4,0.39,0.38,0.33,0.25,0.25
6,1,4776,1416,2,0,1064,344,10,4,936,840,15,12,14112,8760,0.56,0.45,0.37,0.34,0.29,0.28
15,10,1992,936,15,9,8504,3752,22,19,7480,12216,13,7,8504,3368,0.5,0.44,0.41,0.32,0.28,0.28
11,6,5160,2600,25,20,24496,12576,5,0,3880,1224,15,11,12576,680,0.57,0.46,0.42,0.39,0.31,0.3
6,1,4968,1416,6,1,808,1000,8,4,5992,1608,15,10,14112,2216,0.46,0.41,0.41,0.39,0.28,0.28
11,6,3496,3496,18,14,4584,1256,18,15,6712,12576,5,0,1672,1256,0.54,0.45,0.42,0.36,0.3,0.29
2,0,968,968,18,15,328,5160,18,15,7480,10296,20,17,5544,14688,0.54,0.51,0.43,0.36,0.31,0.31
25,20,15264,15264,20,18,1160,11832,4,0,120,1000,7,2,328,176,0.58,0.48,0.39,0.29,0.29,0.29
3,0,2664,88,3,0,1672,568,13,8,9528,6456,19,17,14688,12216,0.58,0.49,0.39,0.34,0.3,0.3
24,20,3240,7992,2,0,648,1352,6,1,2600,176,18,14,4584,744,0.42,0.41,0.34,0.31,0.25,0.25
19,17,10296,4008,18,14,1288,4392,3,0,616,32,4,0,488,872,0.4,0.39,0.37,0.28,0.24,0.24
8,4,5544,2728,4,0,1992,1256,13,8,9912,4776,7,2,4968,1192,0.45,0.45,0.44,0.42,0.29,0.3
20,17,16416,14112,26,20,18336,7480,8,2,680,1480,5,0,3112,1256,0.62,0.48,0.44,0.41,0.33,0.32
2,0,1672,1384,18,14,12576,12960,20,18,16992,5992,15,12,8248,6456,0.57,0.5,0.48,0.46,0.34,0.33
7,2,1608,1544,20,17,12216,9144,22,19,20616,6712,22,19,14688,10296,0.51,0.51,0.48,0.41,0.32,0.32
18,15,8760,12960,10,4,5736,3496,19,17,336,6200,8,4,4776,2152,0.56,0.47,0.43,0.39,0.31,0.31
11,6,4968,5160,4,0,904,152,5,0,680,1256,24,20,7480,776,0.47,0.43,0.34,0.31,0.26,0.26
15,12,3752,1192,15,9,8504,6200,15,12,9912,6968,2,0,616,288,0.51,0.47,0.35,0.34,0.28,0.28
5,0,1864,1256,11,6,5992,4776,19,17,12576,4008,15,12,8504,5992,0.49,0.47,0.44,0.44,0.31,0.31
26,20,4264,14112,15,10,12576,3368,15,11,6968,6456,13,7,6712,968,0.5,0.49,0.42,0.36,0.29,0.3
24,20,19080,17568,24,20,26416,9528,22,19,22152,5160,26,20,27376,16416,0.65,0.61,0.53,0.46,0.37,0.38
8,4,4968,3624,15,11,12960,7480,2,0,1608,1032,18,15,3880,256,0.53,0.47,0.45,0.34,0.3,0.3
7,2,584,208,3,0,1384,904,20,18,3112,4968,18,15,2984,4008,0.42,0.38,0.37,0.29,0.24,0.24
5,0,1032,16,15,10,11064,4136,18,14,10296,9912,11,6,2984,2600,0.51,0.44,0.38,0.28,0.27,0.27
18,14,328,488,5,0,3496,1128,25,20,3496,9144,15,9,9912,2344,0.44,0.42,0.39,0.3,0.26,0.26
13,7,6712,4264,10,4,1096,2408,15,10,2280,7992,15,9,4968,4136,0.49,0.44,0.41,0.41,0.29,0.29
5,0,2216,1096,10,4,936,1800,3,0,2856,600,15,9,3112,7736,0.46,0.43,0.43,0.38,0.28,0.28
22,19,8760,7992,20,17,776,6712,20,17,8760,13536,15,10,4584,1096,0.55,0.46,0.41,0.35,0.29,0.29
19,17,7224,1800,7,2,6200,1480,2,0,1064,568,26,20,3624,4392,0.43,0.38,0.37,0.37,0.26,0.26
5,0,1384,1288,19,17,12960,6456,10,4,6968,552,19,17,7480,2152,0.45,0.44,0.37,0.36,0.27,0.27
8,4,4008,256,15,12,10296,3496,15,11,6456,5160,15,12,5160,5992,0.46,0.46,0.43,0.34,0.28,0.28
6,1,256,1064,3,0,2664,504,18,14,5992,4136,11,6,5352,1992,0.41,0.39,0.39,0.38,0.26,0.26
15,11,6968,7992,13,7,8248,1800,15,10,8248,6712,8,4,2792,2792,0.53,0.5,0.43,0.4,0.31,0.31
24,20,5992,12960,7,2,4584,1000,2,0,256,288,8,2,1096,2088,0.48,0.42,0.41,0.32,0.27,0.27
5,0,3240,288,20,17,15264,7992,11,6,2472,4136,8,4,6456,1544,0.51,0.43,0.41,0.37,0.29,0.28
24,20,25456,14688,24,20,3752,15264,11,6,4584,4136,15,12,11064,4968,0.59,0.52,0.45,0.45,0.34,0.33
24,20,3240,14112,13,7,9912,1320,13,7,9144,224,24,20,17568,19080,0.61,0.49,0.38,0.36,0.31,0.3
20,17,9528,5160,18,15,14112,9528,22,19,6968,14688,4,0,2088,456,0.55,0.54,0.43,0.39,0.32,0.32
13,7,4392,968,25,20,6200,6712,13,7,9528,1928,26,20,584,8248,0.41,0.4,0.39,0.34,0.25,0.26
15,9,1128,7992,5,0,2344,256,4,0,2984,456,20,18,1992,11832,0.48,0.45,0.41,0.35,0.28,0.28
13,8,7992,6456,13,8,6200,4776,15,10,11064,1864,7,2,3880,1288,0.5,0.44,0.42,0.41,0.3,0.29
5,0,3624,600,15,11,8760,6712,20,17,4392,10296,6,1,2728,712,0.52,0.48,0.41,0.41,0.3,0.3
20,17,4776,7992,15,11,9912,3112,10,4,296,2344,10,4,2024,1416,0.43,0.41,0.39,0.37,0.27,0.27
20,17,11832,7992,20,17,3112,5736,22,19,19848,4776,13,7,3240,472,0.48,0.45,0.4,0.31,0.27,0.28
22,19,14688,12576,10,4,6968,256,13,7,6456,3752,2,0,472,152,0.56,0.42,0.36,0.31,0.28,0.27
15,12,13536,584,10,4,136,2280,13,8,3880,2984,2,0,1864,88,0.4,0.38,0.38,0.33,0.25,0.25
13,8,10296,1672,11,6,504,4392,2,0,1288,456,5,0,1128,680,0.42,0.4,0.39,0.39,0.27,0.27
15,10,12216,6712,22,19,18336,5352,15,11,4584,5160,6,1,1032,632,0.51,0.46,0.44,0.37,0.3,0.3
15,9,9912,6200,15,9,4968,6200,18,15,3624,11064,2,0,1928,328,0.51,0.47,0.46,0.38,0.3,0.3
15,12,8760,3496,5,0,2856,536,11,6,2088,4136,22,19,22920,17568,0.62,0.42,0.42,0.4,0.32,0.31
24,20,12576,3112,26,20,16992,9144,19,17,16416,11448,15,10,7480,7736,0.58,0.51,0.49,0.4,0.33,0.33
18,15,11448,11064,6,1,1032,1736,15,11,8248,7480,19,17,9912,7992,0.56,0.53,0.48,0.44,0.33,0.33
8,2,1800,1928,13,8,2280,6968,26,20,584,14688,2,0,2088,648,0.48,0.46,0.43,0.43,0.3,0.3
13,7,9528,224,4,0,696,872,25,20,11448,13536,7,2,5352,1384,0.53,0.44,0.4,0.35,0.29,0.28
19,17,4392,10296,2,0,776,1256,10,4,776,696,3,0,1416,56,0.47,0.43,0.33,0.3,0.26,0.26
15,12,2280,7224,24,20,1064,2792,4,0,3112,1192,15,9,1736,6456,0.46,0.45,0.45,0.34,0.28,0.29
22,19,22920,14112,15,9,3752,6968,25,20,17568,7480,8,2,536,1000,0.59,0.48,0.47,0.37,0.32,0.32
8,4,4968,904,15,10,11064,296,15,10,1992,6200,2,0,1608,1032,0.44,0.43,0.39,0.37,0.27,0.27
11,6,2280,176,5,0,424,744,6,1,4584,24,13,8,6456,4584,0.43,0.39,0.33,0.3,0.24,0.24
2,0,1192,776,13,7,8760,5544,24,20,2664,1992,26,20,5544,1992,0.48,0.41,0.35,0.33,0.26,0.26
13,8,4968,6968,10,4,776,3368,26,20,5992,4392,7,2,3112,1736,0.47,0.43,0.42,0.4,0.29,0.29
7,2,2216,936,22,19,6456,7480,15,9,3752,7480,26,20,17568,16416,0.6,0.47,0.44,0.39,0.32,0.31
20,18,8248,8504,18,14,9144,4584,4,0,1544,744,26,20,15264,9144,0.48,0.47,0.42,0.4,0.29,0.29
8,4,2216,2984,6,1,712,1736,15,11,12216,504,8,4,536,696,0.42,0.42,0.39,0.32,0.26,0.26
4,0,1352,288,8,4,2664,2792,18,15,3624,7736,18,15,5992,5544,0.44,0.42,0.41,0.35,0.27,0.27
19,17,12216,11064,13,8,6712,536,18,14,1608,1000,20,18,4392,968,0.54,0.36,0.34,0.32,0.26,0.25
4,0,776,1032,15,12,6456,9528,5,0,2536,1288,11,6,2088,3624,0.53,0.46,0.42,0.42,0.31,0.3
3,0,1864,392,8,4,5352,3240,6,1,3496,1192,22,19,10296,7224,0.46,0.46,0.42,0.38,0.29,0.28
13,7,10680,224,8,4,6456,2408,24,20,2664,8760,13,8,8504,4968,0.47,0.45,0.41,0.37,0.28,0.28
24,20,9144,14112,22,19,19848,14688,26,20,18336,19848,2,0,1736,840,0.62,0.59,0.53,0.43,0.36,0.36
26,20,24496,11832,2,0,256,456,15,12,12216,5992,13,7,11064,2664,0.56,0.49,0.43,0.36,0.3,0.3
11,6,504,4008,15,9,6200,2536,13,8,440,4392,24,20,3240,14688,0.51,0.42,0.39,0.38,0.28,0.28
20,18,19080,14112,20,17,1160,8504,25,20,4008,16416,13,8,7736,120,0.62,0.53,0.43,0.35,0.32,0.32
13,8,1352,2344,10,4,4584,1800,15,12,5544,2216,15,9,1128,1864,0.41,0.39,0.33,0.33,0.24,0.24
15,9,13536,6712,26,20,14688,14112,22,19,20616,11064,26,20,2984,16416,0.56,0.55,0.53,0.5,0.36,0.36
22,19,20616,9144,8,2,6712,936,11,6,2984,1032,15,10,9912,616,0.51,0.42,0.37,0.35,0.28,0.27
15,10,2856,7480,3,0,1992,600,4,0,2088,904,24,20,4264,376,0.48,0.43,0.41,0.34,0.28,0.28
15,10,3752,4136,15,10,840,6968,8,2,5736,1256,20,18,1992,6456,0.45,0.42,0.4,0.4,0.28,0.28
8,4,808,56,7,2,4968,32,22,19,3240,9912,7,2,2984,472,0.44,0.36,0.33,0.28,0.24,0.23
15,9,4584,4392,25,20,18336,776,26,20,24496,18336,8,4,2664,3240,0.63,0.43,0.41,0.4,0.32,0.31
11,6,144,3112,22,19,22152,9144,15,10,12960,7480,26,20,30576,12576,0.6,0.54,0.52,0.38,0.34,0.34
11,6,144,2472,15,12,4264,1608,26,20,26416,15264,13,8,6456,5992,0.61,0.48,0.36,0.36,0.31,0.3
15,9,4264,3368,10,4,1736,3624,4,0,1800,648,18,15,3240,2856,0.43,0.4,0.39,0.36,0.26,0.26
18,14,7480,10680,18,15,9528,12216,24,20,16992,12576,25,20,24496,8248,0.57,0.54,0.54,0.53,0.36,0.36
8,2,4008,776,22,19,19848,16992,7,2,3880,1544,3,0,2216,1000,0.62,0.43,0.42,0.39,0.32,0.31
5,0,2728,616,5,0,680,176,18,15,13536,9912,22,19,10296,1064,0.54,0.41,0.36,0.31,0.27,0.27
13,8,4584,4008,26,20,11448,9528,15,12,11448,7480,13,7,9144,2088,0.53,0.49,0.41,0.41,0.31,0.3
13,8,9144,1800,24,20,21384,12576,2,0,2216,936,22,19,8760,3240,0.55,0.44,0.4,0.39,0.3,0.29
26,20,4968,16992,8,4,1096,2792,15,12,5992,3240,20,18,7992,4968,0.57,0.42,0.42,0.4,0.31,0.3
4,0,904,1064,3,0,2344,120,3,0,176,488,4,0,1352,1352,0.43,0.41,0.35,0.33,0.25,0.25
15,10,5544,776,20,18,12960,13536,5,0,968,32,15,12,12960,1192,0.58,0.4,0.35,0.28,0.27,0.27
10,4,1736,904,20,18,16992,632,15,10,6200,5544,18,14,15840,6200,0.48,0.46,0.42,0.35,0.28,0.29
20,17,14112,904,15,11,13536,8248,5,0,144,1256,15,11,7736,3752,0.54,0.43,0.41,0.41,0.3,0.3
15,11,3496,6712,20,17,4392,3112,11,6,680,392,18,15,12216,10680,0.54,0.47,0.37,0.3,0.28,0.28
4,0,1480,344,20,18,2792,5992,25,20,16992,16416,22,19,12576,6712,0.6,0.45,0.4,0.36,0.3,0.3
15,12,11064,7736,15,11,256,8248,2,0,1672,536,24,20,16416,376,0.53,0.47,0.41,0.39,0.3,0.3
4,0,56,1160,15,10,7736,2984,20,18,14112,14688,15,12,12960,4776,0.59,0.47,0.42,0.4,0.32,0.31
13,8,6200,4584,10,4,6712,2856,7,2,1608,1992,5,0,504,1032,0.45,0.44,0.43,0.42,0.29,0.29
11,6,2792,2280,22,19,4584,4776,7,2,3624,296,10,4,1544,1864,0.39,0.38,0.38,0.34,0.25,0.25
4,0,2088,376,15,12,1416,4584,3,0,808,776,7,2,5352,2152,0.46,0.4,0.39,0.36,0.27,0.27
15,11,13536,2984,8,4,680,2984,3,0,2728,208,22,19,22152,4008,0.45,0.43,0.41,0.36,0.27,0.28
15,12,14112,2216,13,7,6712,1800,13,8,9912,4968,20,17,11832,5544,0.47,0.46,0.43,0.39,0.29,0.29
8,2,2792,1160,2,0,1736,680,15,11,8760,5736,15,10,12216,1096,0.48,0.42,0.4,0.38,0.28,0.28
20,17,5992,2152,8,4,1256,1288,5,0,3112,176,13,7,8504,1928,0.4,0.36,0.36,0.34,0.24,0.24
13,7,1128,4968,15,11,11448,2792,19,17,6712,6968,19,17,4776,10296,0.48,0.44,0.43,0.4,0.29,0.29
8,4,2344,3240,24,20,27376,1160,15,10,1992,2856,15,12,12576,4584,0.46,0.45,0.42,0.37,0.28,0.28
10,4,4968,2984,20,18,14688,3240,13,8,2280,5352,8,2,1544,872,0.46,0.43,0.43,0.37,0.28,0.28
20,17,19080,7736,26,20,4968,19080,10,4,7992,408,13,8,4968,1544,0.55,0.53,0.38,0.36,0.3,0.3
20,17,12960,12960,4,0,2600,16,4,0,3496,1256,20,17,376,1224,0.57,0.45,0.32,0.32,0.28,0.27
22,19,8760,11448,15,10,5544,3496,25,20,27376,1992,15,10,8248,6200,0.51,0.48,0.44,0.4,0.3,0.31
20,18,12576,4264,5,0,328,16,18,14,14688,9144,15,10,3112,1736,0.53,0.44,0.35,0.28,0.27,0.26
10,4,2664,2344,26,20,16416,12960,20,17,19080,12216,18,15,1928,7736,0.59,0.55,0.42,0.41,0.33,0.33
20,18,9144,2280,2,0,648,648,18,14,9912,3112,20,17,4776,5736,0.41,0.4,0.4,0.39,0.27,0.27
18,15,14112,7736,8,4,4968,2664,8,4,2664,2984,25,20,9144,16416,0.55,0.52,0.44,0.43,0.32,0.32
10,4,5736,552,2,0,1096,936,25,20,27376,19848,25,20,19080,19848,0.64,0.62,0.44,0.38,0.35,0.35
15,11,11064,8760,6,1,1672,176,3,0,872,16,18,14,11064,6456,0.55,0.46,0.31,0.29,0.27,0.27
11,6,6200,256,18,15,16416,12216,8,4,680,2984,25,20,28336,9144,0.59,0.52,0.42,0.35,0.31,0.31
8,4,2344,56,2,0,2024,1032,10,4,3752,904,8,2,4392,256,0.45,0.37,0.34,0.29,0.24,0.24
20,17,15840,8760,26,20,1800,1544,15,11,7480,8504,24,20,13536,11832,0.52,0.52,0.5,0.33,0.31,0.32
7,2,4584,296,11,6,4008,1128,18,15,14688,9528,13,7,7736,1672,0.54,0.39,0.37,0.36,0.28,0.27
10,4,5544,1192,13,8,3624,4968,20,18,9912,13536,7,2,4264,1544,0.56,0.44,0.44,0.39,0.31,0.3
13,7,5992,2088,15,9,10680,3496,25,20,20616,19848,22,19,16992,7224,0.64,0.48,0.42,0.39,0.33,0.32
13,8,3624,4584,8,2,5544,2216,7,2,4584,936,8,4,5992,776,0.46,0.41,0.41,0.39,0.28,0.28
15,10,4968,2536,4,0,1192,256,8,2,2664,568,15,11,6200,144,0.36,0.35,0.34,0.33,0.23,0.23
8,2,2344,872,13,7,904,224,15,11,7992,7736,11,6,2664,1672,0.51,0.39,0.36,0.29,0.26,0.26
6,1,4968,936,8,4,392,632,5,0,4008,488,15,12,8760,6200,0.47,0.42,0.41,0.32,0.27,0.27
11,6,1384,4264,26,20,4968,9144,20,17,7224,2152,13,7,1352,5352,0.45,0.45,0.42,0.37,0.28,0.28
13,8,6712,4264,26,20,584,14112,15,10,12960,7224,15,10,6456,2856,0.52,0.5,0.43,0.39,0.31,0.31
5,0,4264,392,13,7,1608,4008,11,6,3368,5160,3,0,680,456,0.45,0.41,0.4,0.36,0.27,0.27
13,7,11064,5736,24,20,6456,9528,15,9,6200,5992,3,0,2792,536,0.5,0.46,0.46,0.43,0.31,0.31
10,4,296,1544,15,9,10296,5992,3,0,2856,1288,8,2,392,296,0.47,0.47,0.36,0.3,0.26,0.27
15,11,8760,4776,13,8,7992,5992,13,8,3240,1096,19,17,9912,10680,0.52,0.47,0.44,0.35,0.3,0.3
8,4,6456,2408,24,20,6456,4008,20,18,17568,7480,5,0,144,1320,0.5,0.44,0.41,0.38,0.29,0.29
20,17,12216,8504,3,0,328,376,22,19,10296,6712,20,18,6200,4968,0.5,0.45,0.4,0.33,0.28,0.28
20,17,18336,14112,15,9,8504,5736,5,0,72,1128,10,4,5352,208,0.6,0.46,0.42,0.35,0.31,0.3
8,2,5160,1800,5,0,2984,1160,8,4,4264,1928,3,0,1992,424,0.44,0.43,0.42,0.37,0.28,0.28
5,0,2664,1096,18,14,328,5352,15,12,5992,6456,15,11,12576,4008,0.47,0.45,0.44,0.38,0.29,0.29
2,0,1096,288,22,19,16992,8248,4,0,1480,1064,8,2,6456,1256,0.49,0.43,0.42,0.35,0.28,0.28
5,0,3368,1384,4,0,120,328,2,0,1000,224,25,20,12216,7480,0.45,0.44,0.32,0.32,0.26,0.26
8,4,2344,256,25,20,21384,6712,8,2,3880,1288,25,20,28336,17568,0.66,0.47,0.41,0.32,0.31,0.31
15,9,13536,7224,4,0,2600,712,6,1,4968,456,20,18,7224,6200,0.5,0.43,0.43,0.4,0.29,0.29
8,4,6712,1000,15,9,8248,3496,15,11,14112,6712,6,1,392,744,0.52,0.41,0.4,0.39,0.29,0.28
15,11,11064,3752,19,17,14688,11832,15,10,9528,3496,13,7,9912,224,0.56,0.44,0.42,0.36,0.3,0.29
10,4,5736,56,15,11,9912,7480,15,9,4584,4776,15,10,8248,4968,0.52,0.47,0.42,0.34,0.29,0.29
2,0,328,1096,15,11,12216,7480,8,2,4008,1096,10,4,1864,488,0.53,0.42,0.41,0.32,0.28,0.28
4,0,1480,744,11,6,6712,504,15,12,7992,1800,20,17,15264,904,0.4,0.39,0.37,0.35,0.25,0.25
19,17,7480,8760,15,10,2856,2216,15,12,256,8504,6,1,4264,256,0.49,0.47,0.37,0.36,0.28,0.28
24,20,1064,4392,15,11,2280,5736,15,12,3112,9528,8,4,3624,488,0.51,0.44,0.36,0.34,0.28,0.27
19,17,10296,11832,10,4,136,328,10,4,5160,632,4,0,2152,392,0.54,0.37,0.37,0.29,0.26,0.26
18,14,9528,9912,3,0,328,1256,13,7,3880,712,15,10,7992,4584,0.53,0.45,0.42,0.34,0.29,0.29
8,4,1544,632,3,0,2600,376,3,0,680,840,24,20,12960,19080,0.58,0.39,0.38,0.33,0.28,0.28
4,0,2664,904,4,0,56,1256,22,19,7480,8248,15,11,1992,1928,0.45,0.41,0.4,0.34,0.27,0.27
15,9,12216,6200,11,6,4968,936,15,11,13536,6968,19,17,3240,280,0.52,0.49,0.38,0.32,0.28,0.29
26,20,18336,4008,2,0,744,1352,13,7,5992,1096,15,12,552,5992,0.43,0.43,0.41,0.37,0.27,0.27
7,2,3240,1800,13,7,6968,3368,22,19,19848,4776,22,19,19080,15264,0.6,0.46,0.44,0.41,0.32,0.32
6,1,2280,1384,15,12,7480,584,6,1,1352,144,25,20,552,376,0.42,0.36,0.31,0.3,0.23,0.23
6,1,3880,904,15,9,10680,616,2,0,72,456,19,17,336,1800,0.42,0.37,0.35,0.31,0.24,0.24
15,10,1128,616,3,0,176,1352,20,18,7224,9528,2,0,2216,840,0.47,0.44,0.41,0.31,0.27,0.27
24,20,13536,8248,18,14,9528,12216,8,4,6968,696,26,20,15264,2344,0.55,0.47,0.42,0.39,0.3,0.3
15,12,1992,8760,8,4,4264,488,18,15,7992,5992,15,11,9912,5992,0.49,0.49,0.43,0.37,0.29,0.3
18,15,10296,2856,10,4,4392,208,18,15,1288,7224,15,9,5544,2536,0.42,0.41,0.36,0.33,0.25,0.25
15,10,10680,5352,10,4,7480,3240,24,20,16992,4776,7,2,104,776,0.49,0.47,0.43,0.36,0.29,0.29
10,4,4008,3624,20,18,776,5544,15,10,2600,2984,8,2,1096,1384,0.45,0.39,0.38,0.37,0.27,0.26
25,20,24496,5992,13,8,2472,1544,6,1,1864,1128,26,20,9144,9144,0.47,0.45,0.41,0.35,0.28,0.28
13,7,6712,5992,13,8,1608,6200,7,2,3240,1992,8,2,392,1320,0.48,0.45,0.45,0.39,0.29,0.3
4,0,2280,1256,15,9,12576,4584,8,4,536,2216,15,11,9528,872,0.45,0.45,0.39,0.37,0.28,0.28
25,20,16416,1160,18,15,7992,8504,2,0,208,1384,26,20,12960,3112,0.47,0.41,0.41,0.39,0.28,0.28
3,0,2792,744,18,15,1288,5544,7,2,5736,936,13,8,6712,3368,0.42,0.42,0.4,0.39,0.27,0.27
5,0,776,1384,13,8,2984,6456,10,4,1416,1000,26,20,1800,15264,0.52,0.47,0.43,0.34,0.29,0.3
18,14,13536,5736,8,2,120,1256,22,19,1384,4008,5,0,2728,1256,0.46,0.45,0.37,0.36,0.27,0.27
3,0,1256,392,15,9,1736,4264,20,17,16992,14688,6,1,4584,1288,0.62,0.44,0.39,0.36,0.31,0.3
11,6,1032,3496,15,11,11832,5736,8,2,5160,1256,22,19,1384,4776,0.49,0.43,0.4,0.37,0.28,0.28
20,17,18336,4584,11,6,7480,2408,26,20,19848,9912,13,8,1608,2088,0.51,0.47,0.43,0.35,0.29,0.29
18,15,5544,11064,24,20,22920,14112,5,0,3112,1384,22,19,14688,11832,0.6,0.55,0.52,0.47,0.36,0.36
18,15,4584,6456,18,14,11832,5352,24,20,5352,7480,20,17,11832,3112,0.46,0.43,0.42,0.41,0.29,0.29
15,10,9144,2024,4,0,1000,488,5,0,2344,56,15,12,7224,9144,0.51,0.39,0.38,0.31,0.27,0.26
15,12,8248,7480,15,10,5160,1736,24,20,3240,5544,10,4,1544,3624,0.51,0.44,0.39,0.37,0.29,0.28
4,0,1992,1096,19,17,5160,4968,24,20,5352,5160,19,17,16992,2152,0.42,0.42,0.4,0.37,0.27,0.27
19,17,15264,12576,8,2,2536,1160,3,0,2728,680,0,0,904,488,0.57,0.42,0.4,0.38,0.3,0.29
8,4,5992,3112,11,6,2984,3496,8,2,1384,424,18,15,4968,14112,0.55,0.48,0.43,0.34,0.3,0.3
15,9,5992,456,22,19,9144,7224,22,19,11064,13536,15,12,3752,9912,0.55,0.5,0.47,0.34,0.31,0.31
7,2,3368,2216,25,20,12960,17568,24,20,23688,18336,22,19,17568,2152,0.63,0.59,0.46,0.42,0.35,0.35
6,1,2792,224,15,12,14112,6200,15,9,256,7480,22,19,22152,7480,0.51,0.5,0.46,0.34,0.3,0.3
26,20,14688,17568,25,20,11064,14112,20,17,11832,3368,5,0,1384,616,0.59,0.54,0.41,0.38,0.32,0.32
22,19,5992,4008,2,0,1096,600,20,18,776,5544,11,6,7224,2216,0.41,0.4,0.38,0.37,0.26,0.26
18,15,14112,10296,24,20,26416,19080,4,0,2472,176,8,2,2536,1416,0.64,0.56,0.42,0.35,0.33,0.33
20,18,4776,4264,18,15,12576,12960,6,1,3112,56,11,6,5352,4264,0.58,0.44,0.39,0.32,0.29,0.29
