mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
24,20,21384,10680,0.65
20,18,1544,15264,0.7
3,0,1608,568,0.66
6,1,2408,1288,0.66
13,8,8504,2536,0.55
8,2,6968,2088,0.71
22,19,13536,15264,0.7
10,4,5736,1352,0.65
15,12,10296,5544,0.58
18,14,5160,12216,0.68
15,11,4264,1736,0.68
15,9,13536,4968,0.61
15,9,9912,296,0.51
3,0,208,88,0.63
26,20,9144,7224,0.62
11,6,2792,1736,0.69
7,2,1928,1672,0.58
24,20,1064,16416,0.63
3,0,872,1032,0.64
8,2,3880,1000,0.66
10,4,5992,1544,0.64
18,15,14688,7992,0.73
8,4,6712,2408,0.63
3,0,616,424,0.52
10,4,2024,328,0.56
7,2,5544,472,0.56
13,8,10296,1384,0.68
8,4,3368,2088,0.55
13,8,2728,680,0.71
3,0,1864,224,0.77
7,2,2664,1256,0.72
7,2,4136,2088,0.62
11,6,3112,2984,0.56
5,0,680,328,0.69
5,0,424,1000,0.66
22,19,16416,11448,0.66
4,0,2344,256,0.57
19,17,15264,12960,0.73
13,8,4136,1096,0.62
3,0,2536,88,0.71
20,18,2792,14112,0.69
24,20,16416,12960,0.75
13,8,7224,680,0.64
20,18,1544,12216,0.59
22,19,3240,16992,0.66
13,7,440,224,0.58
19,17,16992,1224,0.58
25,20,21384,5544,0.55
25,20,25456,18336,0.79
7,2,4968,1800,0.58
13,7,9528,4968,0.59
18,15,14112,6968,0.62
20,18,1160,9912,0.7
15,9,10296,1544,0.74
24,20,25456,6200,0.69
20,18,14688,14112,0.71
15,10,10680,3496,0.6
2,0,1544,376,0.62
15,12,7224,1192,0.57
15,9,6456,7992,0.68
18,15,968,10296,0.55
5,0,2792,376,0.61
19,17,16416,10680,0.67
10,4,7224,2728,0.72
24,20,7480,3624,0.77
15,11,8504,7736,0.67
19,17,10296,7224,0.61
7,2,2792,1800,0.61
24,20,11832,6712,0.6
13,8,8248,2344,0.52
13,7,6456,3624,0.67
3,0,1384,1320,0.58
10,4,1864,632,0.5
3,0,1800,1256,0.6
7,2,5736,616,0.53
11,6,2984,3240,0.62
13,7,11064,3496,0.54
10,4,5160,2600,0.7
5,0,3368,376,0.63
6,1,1032,1352,0.66
18,14,4968,7480,0.75
4,0,2280,1224,0.64
26,20,27376,10680,0.69
13,8,6712,1384,0.56
6,1,4392,1288,0.56
15,10,7736,136,0.66
7,2,2472,1608,0.61
18,15,14688,12576,0.72
20,18,18336,9912,0.69
11,6,504,4776,0.55
26,20,28336,10296,0.67
7,2,5352,840,0.55
18,15,4968,8504,0.56
19,17,15840,8760,0.63
15,10,4008,1736,0.6
15,9,3112,2856,0.51
8,4,5992,1288,0.63
15,12,11064,5352,0.63
10,4,5160,1416,0.53
15,11,12216,5160,0.65
15,9,9144,7480,0.64
7,2,2344,296,0.59
25,20,5736,6200,0.58
15,12,12216,2600,0.58
13,8,3240,5992,0.73
2,0,1672,1064,0.56
11,6,3880,600,0.68
19,17,2152,6200,0.6
8,2,6712,936,0.56
6,1,328,376,0.64
20,18,376,12216,0.57
24,20,16416,8248,0.58
15,10,3496,6200,0.63
20,18,14688,9528,0.78
13,7,7736,2472,0.68
13,7,2728,2088,0.69
26,20,4968,14112,0.63
8,2,3368,424,0.56
4,0,3496,1032,0.64
13,7,5992,2216,0.77
5,0,968,1320,0.73
8,4,6968,2152,0.76
13,8,10680,1800,0.69
15,10,4264,1256,0.72
10,4,3752,56,0.55
25,20,1128,9912,0.64
11,6,3880,1032,0.61
4,0,328,376,0.48
20,17,1544,4968,0.72
19,17,17568,3624,0.77
20,18,9144,3624,0.64
8,4,3880,256,0.58
2,0,1096,872,0.64
10,4,6968,840,0.54
26,20,25456,6200,0.59
4,0,696,256,0.57
26,20,16992,10680,0.62
8,4,6200,1000,0.57
2,0,520,1096,0.59
13,7,11064,1320,0.58
13,8,4136,6200,0.71
15,10,3496,6968,0.6
8,4,6200,56,0.72
20,18,19080,9528,0.65
15,12,11832,5544,0.66
8,4,4392,2344,0.56
7,2,6200,208,0.64
22,19,8760,2856,0.66
4,0,2408,1320,0.61
20,18,7480,10680,0.66
15,12,256,5992,0.54
20,17,9912,1800,0.56
15,10,9912,5736,0.58
8,4,4968,1288,0.61
19,17,15264,14688,0.73
3,0,504,872,0.65
20,17,4392,5544,0.64
15,9,12960,6200,0.59
11,6,3880,3112,0.58
18,15,1928,1736,0.57
18,14,328,2024,0.59
3,0,1416,1160,0.56
24,20,10680,16416,0.69
25,20,12576,18336,0.72
15,10,11064,7736,0.64
26,20,3624,19080,0.66
22,19,15264,6456,0.6
26,20,9912,9528,0.57
20,17,11832,7736,0.62
13,7,1352,2984,0.57
2,0,568,600,0.48
18,14,10296,7480,0.61
25,20,22920,10680,0.68
24,20,16416,15264,0.69
24,20,14688,1160,0.54
7,2,3368,72,0.67
18,15,1608,11832,0.59
15,11,9528,8248,0.77
8,2,1544,2152,0.52
18,14,632,9912,0.75
18,14,9912,8248,0.58
26,20,30576,776,0.55
6,1,1992,1672,0.59
15,10,3496,5736,0.56
7,2,3368,1160,0.53
8,4,5736,1128,0.7
22,19,22152,2152,0.75
13,7,7736,4968,0.69
13,7,9528,1224,0.66
2,0,1736,840,0.52
11,6,6200,1544,0.59
25,20,19848,9528,0.61
7,2,5352,2088,0.72
10,4,1736,552,0.67
18,15,6712,12576,0.69
6,1,3752,904,0.74
20,17,18336,3368,0.57
22,19,3752,12216,0.59
19,17,11064,600,0.66
8,4,120,56,0.57
15,9,1992,2664,0.61
3,0,1992,208,0.52
24,20,2664,6200,0.75
7,2,1224,1672,0.52
15,10,256,7224,0.58
8,2,1256,1256,0.69
13,7,4968,584,0.5
3,0,2216,1160,0.55
13,8,4392,1096,0.67
3,0,392,328,0.74
20,18,376,12960,0.59
18,14,328,11832,0.61
22,19,8760,16416,0.69
8,4,256,776,0.6
11,6,3368,176,0.56
15,12,7992,9912,0.64
19,17,14112,3112,0.56
24,20,11448,8760,0.61
19,17,1064,10296,0.55
8,2,5992,2216,0.74
2,0,2088,1384,0.77
19,17,14688,12960,0.7
6,1,392,1544,0.6
4,0,2408,56,0.67
26,20,25456,776,0.68
3,0,1160,808,0.51
7,2,1800,1000,0.54
8,2,680,1928,0.55
15,11,14112,4584,0.75
7,2,104,2216,0.63
20,18,9144,5544,0.61
13,7,3240,1672,0.67
20,18,7224,3240,0.74
15,12,8504,3496,0.64
15,11,8504,4008,0.51
15,11,10296,4264,0.59
8,4,6456,488,0.72
19,17,8760,4584,0.56
15,10,3752,776,0.69
25,20,16416,8248,0.66
5,0,680,1032,0.6
13,7,2472,1672,0.65
24,20,520,16416,0.62
2,0,568,744,0.62
8,4,4584,1480,0.64
15,11,10680,7480,0.69
15,9,552,4584,0.74
18,15,12960,13536,0.7
15,11,12216,1928,0.58
20,17,776,6968,0.62
22,19,19080,3624,0.61
11,6,7480,504,0.61
18,15,2280,5736,0.74
4,0,1544,56,0.66
13,7,7224,2984,0.66
20,18,1160,7736,0.71
7,2,5352,872,0.7
15,9,840,456,0.63
26,20,19080,5544,0.75
18,14,5992,1544,0.62
20,17,8760,1800,0.56
11,6,8504,1352,0.58
20,18,6712,16416,0.67
15,11,11448,1736,0.56
20,17,19080,2728,0.67
22,19,5992,696,0.72
24,20,16992,14112,0.68
18,15,3240,14112,0.63
18,15,14688,12960,0.71
15,9,13536,6968,0.64
24,20,16992,5544,0.59
2,0,2152,488,0.71
15,9,9912,2664,0.64
15,12,12960,2408,0.61
18,14,4968,11832,0.63
10,4,2024,3496,0.75
18,14,5160,4968,0.55
15,10,12576,2664,0.62
2,0,1160,568,0.66
6,1,256,1544,0.53
10,4,5160,904,0.61
20,17,4008,6968,0.68
18,14,11832,11448,0.69
4,0,3624,1128,0.66
2,0,328,224,0.63
26,20,16416,6712,0.72
11,6,4392,5160,0.61
20,18,14688,1288,0.72
15,10,5544,1416,0.6
20,18,1544,6200,0.65
15,9,256,5736,0.55
2,0,696,224,0.53
8,4,5160,696,0.72
8,2,680,568,0.58
11,6,4584,1128,0.57
15,10,7224,4968,0.71
3,0,2856,776,0.69
6,1,2216,904,0.56
3,0,504,256,0.68
6,1,328,24,0.63
25,20,25456,8760,0.62
22,19,6456,1800,0.64
13,7,3624,3752,0.47
18,14,16416,4968,0.67
20,18,3112,4584,0.71
3,0,392,1032,0.67
8,2,2344,424,0.52
15,10,2600,5160,0.64
15,12,12960,7224,0.72
15,11,9912,1544,0.66
22,19,4584,17568,0.68
8,4,6968,2344,0.67
15,10,5736,2856,0.57
26,20,15840,18336,0.73
25,20,12576,3624,0.6
26,20,26416,14112,0.72
24,20,4264,3624,0.57
20,17,11448,10296,0.64
26,20,15264,17568,0.72
20,17,11448,6968,0.71
24,20,3752,11064,0.63
15,10,4584,7480,0.67
19,17,10296,2472,0.59
13,8,3624,4584,0.72
15,10,5160,1416,0.65
5,0,3368,744,0.63
18,15,7992,10296,0.64
10,4,4136,408,0.53
15,12,9912,7992,0.63
15,9,2280,2984,0.58
15,10,12216,4776,0.57
20,18,16992,7480,0.61
26,20,21384,19080,0.76
22,19,8760,336,0.7
15,9,10680,5352,0.54
13,8,5736,4264,0.57
13,8,1352,2792,0.58
26,20,9912,4392,0.53
19,17,16992,6456,0.73
18,14,14688,5352,0.65
7,2,2536,1800,0.66
2,0,648,328,0.54
3,0,504,1256,0.55
18,15,12960,11448,0.67
22,19,22152,2856,0.53
7,2,5352,1544,0.69
18,14,9144,7480,0.58
19,17,17568,6712,0.65
3,0,208,600,0.6
13,7,8248,3112,0.51
26,20,15264,19848,0.73
20,18,7992,5160,0.55
7,2,5544,1096,0.55
22,19,22152,17568,0.76
24,20,15840,7224,0.6
22,19,4136,12960,0.6
8,2,6712,1928,0.68
25,20,27376,2344,0.76
7,2,3496,1480,0.67
15,9,4264,2984,0.56
4,0,904,872,0.6
15,9,3496,5736,0.53
26,20,30576,2344,0.73
20,18,10296,4968,0.64
10,4,1096,3112,0.66
2,0,696,936,0.58
20,17,3112,904,0.72
25,20,18336,17568,0.76
4,0,1992,176,0.62
3,0,2216,456,0.59
19,17,12960,3112,0.56
15,9,7480,136,0.67
18,15,4264,8760,0.65
10,4,6712,1608,0.55
20,17,16992,9528,0.65
19,17,7480,3368,0.64
22,19,5992,18336,0.67
3,0,2728,344,0.56
22,19,17568,2856,0.52
11,6,7736,2984,0.58
10,4,136,2280,0.54
13,7,2024,4008,0.56
15,11,12216,5992,0.63
18,14,6200,12576,0.68
5,0,4008,256,0.73
13,7,1128,4776,0.61
15,10,11832,296,0.61
5,0,72,1288,0.67
26,20,19848,12960,0.67
15,12,11448,1000,0.66
24,20,2152,5544,0.57
6,1,4584,1160,0.59
11,6,3752,2408,0.74
7,2,712,968,0.63
6,1,2728,712,0.72
25,20,22152,8248,0.7
18,14,6712,224,0.74
10,4,1736,2984,0.56
22,19,440,9912,0.6
15,12,5160,3880,0.64
18,14,14112,9912,0.67
15,10,4584,7736,0.62
5,0,2216,600,0.72
15,10,9912,4008,0.65
6,1,3112,456,0.6
20,17,776,7992,0.68
4,0,696,424,0.7
5,0,3496,208,0.53
13,7,1608,3240,0.5
11,6,144,3624,0.71
20,17,10680,8248,0.6
13,8,7480,2792,0.58
7,2,3752,32,0.65
20,18,19848,7736,0.61
20,17,17568,2152,0.65
4,0,2984,1384,0.56
19,17,12576,7224,0.62
15,12,10680,7480,0.71
25,20,14688,7480,0.63
8,2,3496,648,0.65
15,11,7736,7480,0.7
10,4,4968,696,0.76
8,2,2792,568,0.64
5,0,224,56,0.58
8,2,536,144,0.47
15,12,5736,6712,0.79
26,20,14688,14112,0.7
20,17,7480,9144,0.64
15,9,14112,6712,0.68
10,4,2216,1608,0.74
20,18,4008,2600,0.49
10,4,1256,632,0.63
11,6,2472,600,0.7
26,20,11448,18336,0.76
13,8,2984,1384,0.66
20,18,11832,7480,0.58
4,0,2984,328,0.71
3,0,1032,600,0.65
6,1,4584,904,0.77
15,9,6456,776,0.56
15,10,552,7992,0.57
6,1,3112,600,0.66
18,14,12216,9912,0.68
2,0,72,1160,0.6
6,1,2984,776,0.72
22,19,3240,10680,0.59
8,4,536,3240,0.55
11,6,6712,3496,0.53
13,7,5544,1320,0.54
19,17,6456,10296,0.59
20,18,3624,12216,0.63
2,0,1544,424,0.54
5,0,1864,712,0.53
18,14,968,2856,0.58
18,15,16416,12576,0.72
3,0,568,32,0.56
10,4,6200,2984,0.8
20,18,14112,2280,0.69
25,20,27376,13536,0.72
8,2,4584,1928,0.62
4,0,632,1128,0.57
5,0,1544,56,0.56
11,6,7480,5160,0.64
20,17,2344,12576,0.62
18,15,14688,10680,0.68
19,17,13536,13536,0.7
10,4,4584,3368,0.56
13,8,1608,2536,0.7
10,4,3752,2216,0.72
3,0,504,392,0.59
8,2,6200,1288,0.62
2,0,72,424,0.59
8,2,2792,568,0.58
15,9,1128,3112,0.56
24,20,22920,6200,0.65
20,17,4776,14688,0.66
15,12,12576,4008,0.63
15,11,8760,328,0.69
15,12,6200,2600,0.73
7,2,3752,1384,0.56
5,0,3496,616,0.67
19,17,12960,15264,0.71
5,0,4008,256,0.51
15,12,1416,2600,0.68
18,14,7224,9912,0.64
18,14,1608,744,0.55
3,0,2472,120,0.57
15,10,13536,3496,0.59
15,12,7480,2792,0.6
18,15,12216,3112,0.7
6,1,712,632,0.55
8,2,4264,2024,0.67
18,15,2280,12216,0.63
15,9,7992,2984,0.57
22,19,12216,1800,0.6
24,20,25456,10680,0.65
13,7,10680,472,0.7
7,2,840,72,0.58
4,0,1000,840,0.57
3,0,872,1032,0.59
18,15,2600,8248,0.72
26,20,7992,18336,0.7
15,9,5160,6200,0.73
2,0,296,376,0.57
19,17,7224,3624,0.64
19,17,7224,2472,0.49
8,4,6968,3240,0.7
15,11,12576,4776,0.57
25,20,5160,9912,0.66
15,11,5736,3752,0.6
26,20,26416,776,0.51
22,19,1864,4392,0.55
4,0,2408,208,0.63
4,0,56,1064,0.56
3,0,2792,56,0.49
5,0,3624,536,0.59
24,20,25456,7224,0.64
15,12,9912,3240,0.65
26,20,584,12576,0.63
19,17,2536,5544,0.52
22,19,9144,6712,0.55
18,15,9528,10296,0.74
5,0,1128,568,0.54
10,4,1864,904,0.52
26,20,6712,776,0.79
24,20,26416,11064,0.67
8,2,5544,1064,0.64
26,20,22920,17568,0.76
18,14,12960,12960,0.7
15,11,9528,6200,0.59
26,20,27376,11448,0.68
11,6,3368,4392,0.55
3,0,392,88,0.71
26,20,28336,4392,0.63
22,19,18336,10296,0.64
4,0,1352,680,0.65
8,2,2344,144,0.68
20,17,8760,7736,0.56
2,0,296,288,0.65
3,0,1096,16,0.52
15,9,5736,5544,0.61
5,0,2472,328,0.6
15,10,11064,3368,0.61
5,0,3752,776,0.54
15,12,11448,1000,0.64
18,15,12960,4968,0.58
8,4,1928,3240,0.66
18,15,9912,3496,0.57
15,10,13536,4136,0.54
13,7,6456,5160,0.59
22,19,9912,1800,0.5
26,20,19080,5544,0.62
8,2,4776,328,0.56
4,0,1992,152,0.64
13,7,4584,2984,0.55
8,4,2216,120,0.54
11,6,6200,2728,0.7
15,12,12960,176,0.68
13,8,2472,2792,0.71
6,1,2472,176,0.57
8,4,6456,2984,0.56
11,6,872,3368,0.69
2,0,1672,32,0.54
2,0,1064,88,0.72
24,20,15264,8248,0.58
15,12,4008,5992,0.75
26,20,22920,7480,0.58
4,0,2152,1160,0.64
22,19,14688,5352,0.56
10,4,5352,1608,0.55
15,9,11832,6968,0.62
26,20,29296,15840,0.76
5,0,872,16,0.66
15,10,13536,1096,0.58
20,18,12576,9144,0.66
20,17,6712,7736,0.74
25,20,14112,6200,0.55
15,11,9144,2472,0.63
13,8,7224,5160,0.63
13,8,6712,3496,0.66
26,20,27376,3112,0.76
15,9,1736,776,0.57
5,0,776,616,0.68
4,0,328,616,0.55
8,2,6200,72,0.59
15,9,5992,6712,0.68
8,4,968,1416,0.67
18,14,5992,6200,0.63
8,4,5736,3496,0.64
8,4,536,2152,0.68
11,6,8504,3368,0.58
26,20,29296,19848,0.8
3,0,2472,176,0.48
10,4,3496,2408,0.71
18,14,15840,224,0.63
6,1,4584,936,0.57
26,20,22920,3112,0.58
7,2,3752,1928,0.53
18,14,7480,488,0.57
24,20,1608,12216,0.56
15,12,12960,1608,0.53
11,6,6456,1480,0.52
15,9,552,4008,0.54
18,14,9912,12216,0.67
2,0,1256,1096,0.68
18,15,968,3496,0.62
15,11,11832,3880,0.54
22,19,3752,6200,0.6
15,12,2856,6456,0.57
20,17,5992,14688,0.68
18,14,9144,3880,0.64
3,0,1160,288,0.51
18,14,14112,7480,0.6
25,20,6968,376,0.54
26,20,16992,11832,0.64
20,18,6200,1608,0.49
20,17,13536,7992,0.6
26,20,29296,11448,0.69
2,0,2216,1032,0.58
24,20,20616,3624,0.54
8,4,808,1000,0.55
6,1,328,1064,0.64
20,17,19080,12960,0.73
20,18,12576,4968,0.59
25,20,11448,13536,0.64
13,7,3240,5992,0.61
15,12,4264,6968,0.61
13,8,1800,3624,0.66
20,17,19080,13536,0.74
7,2,6200,328,0.65
13,8,680,2216,0.53
7,2,2664,872,0.67
13,7,680,3624,0.66
24,20,520,776,0.6
18,14,16416,5160,0.56
24,20,16992,7992,0.73
7,2,5992,1256,0.69
22,19,19080,11832,0.68
2,0,968,968,0.63
7,2,2216,1864,0.68
5,0,2536,1128,0.69
4,0,1992,1032,0.66
26,20,584,3624,0.76
10,4,4776,1608,0.54
7,2,4776,1256,0.57
11,6,6712,3496,0.63
3,0,1480,1192,0.72
26,20,19848,9144,0.61
19,17,12216,8760,0.71
24,20,21384,9528,0.67
15,10,11064,5736,0.76
19,17,10680,1544,0.54
7,2,3496,296,0.55
8,2,6200,1384,0.72
18,14,6200,2856,0.54
7,2,4008,696,0.62
24,20,12960,1544,0.69
10,4,4264,1288,0.49
18,14,15840,744,0.56
11,6,6200,2728,0.56
7,2,5736,2088,0.55
15,10,2280,4264,0.55
11,6,5736,4584,0.67
18,14,15840,1000,0.5
4,0,1000,744,0.63
8,4,2792,2792,0.56
8,4,3880,1128,0.75
20,17,5992,904,0.61
20,18,3624,6200,0.58
26,20,28336,14112,0.72
8,4,5736,2984,0.72
15,10,4584,7480,0.69
15,11,4008,3112,0.73
20,18,16992,5992,0.6
13,8,680,968,0.67
6,1,936,56,0.72
15,11,5992,3496,0.62
15,10,11064,3752,0.71
8,2,2216,744,0.61
5,0,600,936,0.54
20,18,2344,632,0.71
5,0,2984,1096,0.59
6,1,3880,176,0.68
13,7,1352,4968,0.7
2,0,744,16,0.57
22,19,6968,12576,0.61
19,17,3240,4584,0.58
15,12,8248,1384,0.64
11,6,4584,1736,0.54
15,12,256,584,0.76
6,1,936,1192,0.61
18,15,14688,11064,0.68
3,0,2728,1128,0.59
8,4,2216,1480,0.64
3,0,872,536,0.6
22,19,17568,1800,0.57
15,9,12960,3624,0.73
24,20,18336,5544,0.54
18,15,3880,5992,0.5
18,14,5544,9912,0.61
13,7,440,328,0.61
15,11,552,7992,0.58
8,4,4392,1352,0.54
2,0,1992,32,0.65
24,20,20616,14112,0.71
8,2,2344,872,0.62
26,20,29296,4392,0.58
24,20,2664,4776,0.55
15,11,256,4392,0.54
6,1,4136,1352,0.63
20,18,10296,15840,0.7
5,0,2088,88,0.54
15,11,6968,2472,0.67
15,11,1128,7224,0.6
20,17,19080,8760,0.64
18,15,2600,7224,0.51
7,2,2664,176,0.7
4,0,3368,16,0.63
6,1,4392,1736,0.57
2,0,1384,776,0.64
10,4,7224,1928,0.52
8,2,4584,1160,0.76
8,2,968,1672,0.54
18,14,12576,10680,0.67
24,20,14112,9528,0.7
15,10,4008,7992,0.61
7,2,2088,968,0.56
20,17,14112,4584,0.56
10,4,3112,1128,0.64
3,0,616,968,0.56
7,2,3624,1864,0.61
25,20,26416,8248,0.61
15,10,11448,4136,0.61
20,18,15264,968,0.52
22,19,22920,15840,0.75
11,6,4776,600,0.53
8,2,1384,840,0.52
24,20,21384,19080,0.74
13,7,2280,5160,0.55
15,10,8504,5992,0.69
13,8,3368,6968,0.58
13,8,7480,4968,0.75
19,17,1416,5544,0.74
18,14,7224,2024,0.55
25,20,9144,11448,0.59
5,0,2664,600,0.68
7,2,1672,1672,0.66
15,11,12576,2984,0.61
20,18,9144,2280,0.55
13,8,6200,5160,0.64
4,0,2856,872,0.63
5,0,600,32,0.67
5,0,1224,208,0.69
8,2,392,1064,0.54
24,20,15264,12216,0.64
13,8,3880,3112,0.69
18,15,9912,1416,0.65
3,0,176,424,0.49
25,20,22152,18336,0.77
18,14,4264,10296,0.6
25,20,5736,18336,0.67
20,17,14112,10296,0.66
2,0,1928,424,0.7
20,17,14688,8248,0.61
13,7,5352,712,0.7
3,0,392,568,0.54
22,19,7480,12216,0.6
20,18,776,7992,0.66
10,4,4264,256,0.63
24,20,9144,7992,0.75
15,12,12216,9528,0.68
15,11,6200,7224,0.64
15,11,4584,8504,0.7
10,4,7736,840,0.57
2,0,968,680,0.64
11,6,5736,2280,0.6
3,0,808,376,0.54
20,18,376,15840,0.62
11,6,4264,2728,0.71
26,20,4264,6200,0.64
18,15,7736,12216,0.66
5,0,72,376,0.49
22,19,14688,13536,0.67
26,20,12216,18336,0.72
20,17,1544,9528,0.76
3,0,440,288,0.67
15,10,14112,5736,0.6
20,18,12576,11448,0.67
10,4,2216,2344,0.65
13,8,9528,6968,0.6
20,17,10296,2472,0.63
7,2,4264,776,0.56
26,20,6712,14688,0.63
3,0,2600,1320,0.59
22,19,1384,4776,0.63
13,8,7736,2216,0.55
11,6,6712,4136,0.57
20,18,4008,6712,0.59
25,20,14688,4392,0.73
15,10,256,1544,0.57
20,17,11064,7736,0.56
15,10,13536,1416,0.65
7,2,3112,424,0.55
2,0,144,504,0.58
11,6,2664,1128,0.51
25,20,19848,14112,0.7
8,4,4008,1064,0.49
8,2,6200,520,0.69
5,0,3112,1352,0.62
4,0,904,1064,0.64
20,17,12216,8504,0.67
19,17,1800,3624,0.59
7,2,5352,568,0.63
2,0,424,256,0.51
20,17,9528,12216,0.65
3,0,2536,1032,0.65
4,0,3624,1192,0.56
24,20,12960,19080,0.72
11,6,7480,2216,0.74
18,14,14688,4136,0.69
20,17,2344,8248,0.67
8,4,1928,3368,0.72
8,2,120,296,0.72
11,6,3752,808,0.49
20,18,1544,14112,0.62
7,2,5160,776,0.65
10,4,7992,3496,0.66
5,0,2984,1096,0.72
26,20,29296,13536,0.72
15,11,9912,8504,0.8
13,8,6712,6456,0.71
11,6,2280,176,0.49
24,20,12576,7480,0.55
18,15,9912,552,0.6
10,4,3752,3496,0.54
11,6,4968,2984,0.53
8,2,1384,472,0.66
2,0,872,648,0.69
15,10,12216,3624,0.54
15,12,4584,7992,0.77
5,0,680,712,0.61
5,0,1384,840,0.62
4,0,2152,1032,0.72
13,7,2472,1800,0.66
15,9,11832,2216,0.7
24,20,6456,8760,0.7
5,0,224,680,0.55
8,4,6200,2664,0.62
11,6,1032,1544,0.52
19,17,12576,280,0.59
13,7,6968,2664,0.55
7,2,3880,1800,0.73
13,7,5736,1224,0.67
25,20,12960,9912,0.59
15,11,256,1224,0.56
8,2,5544,616,0.65
15,10,10680,6968,0.69
10,4,1096,552,0.63
13,7,904,5544,0.65
20,17,776,4264,0.62
3,0,2280,904,0.68
13,7,8504,1672,0.52
15,11,4584,7992,0.62
2,0,144,288,0.51
20,18,8760,1928,0.72
11,6,6200,712,0.72
22,19,15264,6200,0.56
18,15,15264,7992,0.63
22,19,16992,5352,0.54
8,2,2664,2152,0.61
11,6,5544,2728,0.7
15,10,7992,1544,0.68
13,7,5736,5544,0.57
18,15,7992,4264,0.58
13,8,9912,1544,0.6
7,2,3112,1192,0.56
3,0,808,776,0.75
24,20,24496,15840,0.75
18,14,10296,1000,0.53
15,9,4968,2536,0.64
15,10,2600,5352,0.6
15,12,14112,5992,0.65
15,12,11448,2600,0.61
20,18,14112,9144,0.63
8,4,4264,1736,0.73
7,2,3752,568,0.58
6,1,600,1736,0.69
24,20,17568,11064,0.63
4,0,1928,1320,0.56
15,11,1992,7224,0.57
2,0,1064,376,0.6
18,14,14112,2280,0.53
15,10,7224,6200,0.65
8,2,680,616,0.51
2,0,1928,1352,0.68
10,4,1544,1064,0.56
3,0,2280,1288,0.63
13,8,1608,3624,0.64
7,2,2472,472,0.76
18,15,7480,4584,0.57
15,9,9912,136,0.68
8,4,6456,2344,0.64
2,0,1416,1032,0.58
6,1,1224,1736,0.56
13,7,1128,968,0.69
25,20,1128,9528,0.53
15,10,8760,1736,0.56
19,17,15840,3112,0.72
11,6,7224,4264,0.64
11,6,7736,3624,0.58
10,4,7736,552,0.52
24,20,4776,18336,0.67
3,0,1608,32,0.62
19,17,2536,12960,0.61
15,9,11064,1864,0.68
15,10,14112,3496,0.68
6,1,1736,1000,0.52
15,10,256,2984,0.61
15,10,12216,4776,0.64
20,18,17568,1928,0.65
13,7,1128,5992,0.69
15,11,7224,1928,0.69
15,11,12216,8248,0.66
15,11,11064,2472,0.58
8,4,2984,1928,0.56
15,12,5544,2600,0.54
3,0,2856,840,0.53
13,7,2472,3240,0.65
15,10,4584,2024,0.49
20,17,12960,4968,0.6
19,17,9144,12576,0.66
20,18,19080,9912,0.64
6,1,1736,88,0.64
5,0,1928,1288,0.52
25,20,2280,9912,0.59
3,0,1864,1288,0.66
24,20,19848,19080,0.75
15,10,12960,2984,0.63
19,17,6712,14688,0.67
15,11,9912,2792,0.65
24,20,3752,5992,0.73
22,19,5992,10680,0.69
5,0,4136,392,0.58
20,18,5160,7992,0.53
6,1,2792,144,0.55
10,4,2024,56,0.57
10,4,936,2280,0.6
25,20,19080,2792,0.6
6,1,256,520,0.54
18,14,7480,8760,0.7
7,2,472,1672,0.54
5,0,2664,1000,0.56
18,14,9528,9144,0.65
19,17,8760,3112,0.59
25,20,23688,9912,0.69
13,8,5992,3752,0.68
15,10,2600,5544,0.65
15,9,12960,136,0.48
15,12,2856,584,0.77
15,11,13536,3112,0.66
25,20,20616,11064,0.65
5,0,2792,88,0.49
13,7,2024,1096,0.52
2,0,1736,328,0.5
24,20,9144,14112,0.64
19,17,7224,12960,0.67
5,0,2792,568,0.57
18,14,1608,12216,0.68
25,20,18336,7992,0.64
19,17,18336,1544,0.58
15,12,9144,1608,0.49
2,0,2216,456,0.72
6,1,3496,680,0.65
5,0,2856,1384,0.68
4,0,120,600,0.61
18,14,9528,9528,0.61
3,0,208,1064,0.58
20,18,4008,8760,0.55
22,19,904,9912,0.61
20,17,776,12216,0.76
10,4,1544,632,0.52
24,20,22920,2344,0.54
25,20,6968,3112,0.55
6,1,3624,56,0.71
19,17,1800,280,0.54
8,2,2536,1800,0.51
25,20,15264,19080,0.75
26,20,23688,15840,0.74
22,19,16416,9912,0.67
6,1,3496,1192,0.75
10,4,5992,1992,0.68
19,17,12960,8760,0.61
13,7,6200,2536,0.54
18,14,7480,11832,0.64
13,8,9528,680,0.54
4,0,2856,1064,0.53
8,2,2536,1256,0.72
4,0,120,568,0.53
6,1,1128,600,0.67
6,1,256,904,0.62
20,18,5544,968,0.56
11,6,1928,2088,0.71
15,11,12960,6456,0.63
18,14,9528,224,0.64
15,11,256,4392,0.73
15,12,11448,9912,0.68
4,0,2984,456,0.67
18,15,7480,12216,0.66
4,0,120,712,0.53
4,0,552,1384,0.74
15,12,1416,4264,0.61
7,2,5352,1672,0.55
4,0,2216,1128,0.57
20,17,16416,13536,0.73
18,14,9912,10296,0.69
8,2,3752,1608,0.51
10,4,7224,1000,0.63
13,7,11064,328,0.63
7,2,4584,776,0.55
13,8,6968,5544,0.72
13,8,7480,4968,0.63
22,19,3240,18336,0.66
15,12,9912,8504,0.65
13,8,9912,5352,0.71
6,1,504,144,0.55
