mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
11,6,3752,3496,0.56
5,0,872,536,0.68
7,2,4264,328,0.62
24,20,10680,4776,0.65
13,8,9912,256,0.76
15,12,13536,5736,0.65
19,17,7992,5160,0.51
15,11,3496,3880,0.52
5,0,3112,16,0.63
10,4,6456,3368,0.57
26,20,15840,8248,0.57
5,0,2664,1192,0.54
26,20,9144,17568,0.72
15,9,4968,2984,0.7
11,6,4968,808,0.63
13,7,1128,584,0.55
5,0,3624,504,0.52
15,12,1128,1384,0.7
15,10,1416,4136,0.56
15,12,4968,9144,0.62
15,11,12576,3880,0.57
24,20,2664,17568,0.69
15,9,11064,6712,0.62
6,1,4968,256,0.67
6,1,600,1288,0.52
5,0,3112,224,0.61
15,9,9144,3752,0.55
6,1,1672,808,0.6
20,17,16416,3624,0.7
18,14,11832,6456,0.75
11,6,872,2280,0.49
20,17,16416,14112,0.74
8,2,5736,256,0.56
15,12,14112,1800,0.61
18,15,14112,6200,0.67
18,14,4584,10680,0.59
26,20,22920,15264,0.74
7,2,5736,1384,0.68
13,8,4392,2792,0.66
15,12,13536,4392,0.57
3,0,1992,1032,0.69
15,11,12576,4776,0.57
3,0,1320,872,0.58
18,15,13536,11448,0.69
15,11,7480,8248,0.75
15,11,6968,3112,0.68
6,1,3880,224,0.55
15,12,14112,4008,0.56
10,4,3624,840,0.68
18,15,7992,8504,0.66
15,11,552,4392,0.51
20,17,11448,9912,0.74
15,9,11064,4136,0.53
15,9,6968,5160,0.61
18,14,2600,5352,0.75
4,0,3112,1320,0.7
18,15,11448,14112,0.7
8,2,2536,1800,0.52
8,4,3368,696,0.62
15,9,8504,6712,0.61
19,17,17568,11064,0.72
10,4,616,2600,0.61
15,12,9912,9912,0.66
24,20,27376,6200,0.67
22,19,19848,1800,0.58
15,11,6968,2280,0.58
22,19,14112,13536,0.68
13,7,2984,2984,0.68
24,20,1608,14112,0.58
11,6,3368,2984,0.55
15,10,9144,5352,0.75
22,19,5160,15264,0.64
11,6,3112,1224,0.53
10,4,4968,120,0.67
15,10,2280,4008,0.58
25,20,17568,4008,0.55
4,0,776,1320,0.59
8,2,6456,1000,0.51
18,15,12216,6200,0.66
11,6,680,2408,0.67
19,17,4776,6968,0.56
6,1,3496,568,0.68
13,7,9528,3880,0.62
10,4,296,1800,0.61
10,4,6456,904,0.52
10,4,5736,1192,0.62
3,0,328,256,0.69
15,12,8504,4968,0.57
22,19,12576,4776,0.67
8,4,1800,2408,0.64
13,8,4136,808,0.74
25,20,10296,14112,0.63
3,0,1096,1160,0.57
11,6,144,600,0.72
15,11,9912,504,0.69
20,17,3624,12216,0.62
26,20,30576,9912,0.67
15,9,6456,3112,0.58
19,17,6200,7224,0.67
2,0,328,424,0.5
13,7,680,4264,0.62
15,10,840,5736,0.68
18,15,632,14112,0.76
8,4,6456,552,0.56
22,19,2344,5352,0.66
22,19,22920,10680,0.67
8,2,2536,1096,0.58
10,4,3496,1480,0.59
8,2,1800,1160,0.66
3,0,1672,376,0.51
19,17,11832,15264,0.71
4,0,2088,256,0.72
18,15,12216,12576,0.69
20,18,16992,5544,0.7
26,20,27376,10680,0.67
8,4,5736,3624,0.67
18,14,9912,1800,0.51
15,11,10296,144,0.62
4,0,3112,32,0.58
10,4,6712,2600,0.54
19,17,15264,8504,0.7
13,8,9528,3368,0.76
15,10,7224,4136,0.55
13,7,6456,3368,0.72
11,6,144,2792,0.56
18,15,13536,10296,0.8
8,2,4776,2216,0.54
4,0,552,176,0.59
4,0,1352,1256,0.61
20,18,16416,7992,0.6
15,12,6968,9912,0.65
6,1,4776,1384,0.77
22,19,18336,1416,0.54
2,0,1096,904,0.69
4,0,1480,1224,0.7
18,14,13536,10680,0.71
8,2,6200,2216,0.62
15,9,4584,1864,0.57
10,4,2984,1192,0.54
11,6,1032,3240,0.61
25,20,23688,11448,0.72
11,6,5160,712,0.58
18,14,15840,9144,0.67
26,20,28336,2792,0.59
26,20,12960,3624,0.68
15,10,3752,5992,0.53
25,20,13536,16416,0.69
24,20,3752,6712,0.64
18,14,12960,5160,0.75
20,18,4008,2280,0.59
8,2,1672,472,0.54
13,8,3624,4968,0.63
24,20,4776,3112,0.53
15,12,256,2408,0.68
2,0,1288,56,0.6
15,11,3752,6200,0.55
25,20,6200,4392,0.62
6,1,1672,632,0.69
11,6,328,328,0.69
5,0,680,936,0.55
20,17,14688,12576,0.74
24,20,6456,12216,0.68
15,10,5544,4392,0.71
11,6,6712,4008,0.54
18,15,8760,1416,0.52
8,4,5736,2152,0.55
5,0,1544,1128,0.7
4,0,1416,1256,0.66
15,12,9528,6968,0.65
13,7,6712,1672,0.56
15,10,8760,7480,0.62
20,17,14112,14112,0.72
6,1,808,1224,0.56
18,14,14688,7736,0.61
8,4,2344,3112,0.66
15,12,14112,9528,0.69
13,7,6968,3880,0.62
10,4,2024,1608,0.75
2,0,1608,808,0.64
15,9,5544,7992,0.57
11,6,4392,328,0.51
24,20,6968,3112,0.62
3,0,568,1224,0.59
24,20,19848,3112,0.73
2,0,1384,344,0.61
15,10,9912,1864,0.63
19,17,10680,10296,0.66
8,4,5736,1480,0.66
4,0,2280,744,0.67
15,10,7480,5736,0.59
18,15,12960,5992,0.62
6,1,1672,1736,0.71
26,20,28336,7480,0.62
10,4,1416,3496,0.65
20,17,3112,6456,0.66
20,18,15264,12216,0.69
8,4,3752,3624,0.76
24,20,12576,776,0.59
20,17,776,4968,0.66
4,0,1864,1096,0.6
20,17,15264,8504,0.62
2,0,1384,56,0.58
20,18,19080,14112,0.73
25,20,2280,776,0.59
26,20,8504,11064,0.67
11,6,7480,1032,0.59
22,19,18336,5160,0.57
8,4,4392,1864,0.57
15,11,6456,2984,0.61
15,9,840,6968,0.63
26,20,2984,776,0.71
8,2,120,1736,0.62
11,6,5736,3880,0.62
10,4,6456,1800,0.75
11,6,8760,3496,0.61
6,1,1544,1736,0.59
24,20,12576,2792,0.57
26,20,9912,11448,0.61
11,6,6456,4008,0.67
2,0,1480,1000,0.58
19,17,18336,13536,0.74
26,20,9144,12960,0.67
10,4,1416,3624,0.63
2,0,872,456,0.64
15,9,2280,1256,0.65
13,7,3240,5992,0.76
4,0,2792,1096,0.63
6,1,4136,256,0.75
20,17,1544,8248,0.53
3,0,1384,256,0.54
15,12,9912,2792,0.71
3,0,1736,120,0.62
24,20,22152,1160,0.56
13,7,1800,1608,0.66
7,2,4136,144,0.56
8,2,4264,2152,0.7
2,0,424,224,0.56
4,0,1608,16,0.52
10,4,3624,1064,0.6
2,0,296,904,0.6
6,1,4584,1608,0.56
15,9,552,1256,0.53
15,11,7992,6712,0.6
8,4,3240,1736,0.51
8,2,3624,472,0.57
3,0,2792,120,0.67
18,14,5544,2280,0.69
15,11,8760,4008,0.67
20,17,12576,12576,0.69
4,0,3240,1256,0.57
22,19,18336,14688,0.71
8,2,4584,296,0.63
13,8,2280,4392,0.62
6,1,3752,328,0.52
5,0,72,936,0.74
3,0,2536,872,0.72
15,11,7224,1736,0.69
22,19,14112,13536,0.67
6,1,1672,1384,0.62
7,2,1480,1256,0.7
11,6,3880,2216,0.54
24,20,4776,10296,0.64
10,4,5736,2984,0.66
11,6,7480,3240,0.65
8,2,1928,1864,0.61
5,0,4008,744,0.58
2,0,1800,1160,0.56
24,20,22920,4392,0.64
6,1,4584,24,0.54
6,1,4264,1256,0.55
18,15,7736,12576,0.66
15,10,4584,6968,0.58
2,0,424,328,0.52
15,9,12960,296,0.55
13,8,6712,5160,0.67
18,14,5992,7992,0.68
15,12,4264,9144,0.69
6,1,2600,144,0.62
13,7,1608,2216,0.56
15,11,2856,3496,0.56
8,4,2344,2152,0.66
15,11,9144,4264,0.53
25,20,10296,3624,0.68
22,19,15264,10296,0.76
15,10,3496,6968,0.61
15,12,10680,1384,0.64
7,2,2472,1864,0.58
7,2,5544,1672,0.58
2,0,1064,1256,0.6
20,17,5160,6712,0.59
10,4,3496,1992,0.62
15,11,6200,4264,0.54
26,20,12960,15264,0.68
18,15,10680,2280,0.61
7,2,2536,968,0.78
6,1,2984,424,0.52
7,2,4968,472,0.57
22,19,4584,17568,0.7
2,0,1480,1160,0.68
15,9,8248,5160,0.67
8,4,808,1608,0.57
8,2,1384,256,0.69
8,4,3880,776,0.53
4,0,2600,1000,0.63
25,20,25456,17568,0.76
13,7,6456,3240,0.7
10,4,2664,2984,0.68
7,2,1320,1736,0.55
18,15,13536,4584,0.64
11,6,4968,2216,0.53
15,10,4008,1256,0.7
8,4,4264,2728,0.53
15,10,8504,4392,0.73
20,17,15264,1544,0.59
8,2,5736,1416,0.52
2,0,72,536,0.62
6,1,1128,488,0.63
25,20,24496,18336,0.78
15,10,4008,6456,0.56
10,4,2984,208,0.67
15,9,6456,2024,0.66
5,0,1736,1064,0.62
22,19,12960,2152,0.7
19,17,11064,10680,0.64
15,11,5736,8504,0.62
20,18,12576,12576,0.67
15,10,13536,4008,0.72
8,4,3240,2408,0.57
13,8,8248,6968,0.73
6,1,2472,208,0.53
6,1,4392,1544,0.63
11,6,8504,2472,0.69
15,9,1416,296,0.58
3,0,2856,16,0.62
11,6,2472,3880,0.56
8,4,6712,2728,0.63
13,8,10296,3880,0.58
26,20,10296,4008,0.63
15,11,12216,3752,0.63
15,11,6456,7736,0.62
22,19,6968,6712,0.62
20,17,4392,8760,0.59
22,19,3752,7992,0.61
20,18,4008,14112,0.66
13,8,10680,1096,0.69
2,0,32,288,0.51
8,2,536,1608,0.55
7,2,1480,376,0.61
4,0,776,648,0.63
20,18,6200,328,0.58
20,17,9144,11832,0.66
18,15,10680,1416,0.72
10,4,936,2216,0.65
18,14,11448,1256,0.56
3,0,2408,176,0.55
4,0,1288,488,0.5
22,19,6456,1800,0.56
24,20,25456,16416,0.74
15,11,9912,3752,0.68
2,0,1320,1288,0.68
19,17,18336,9912,0.65
20,17,15840,280,0.65
18,15,14688,6968,0.6
4,0,904,936,0.54
20,18,13536,3880,0.6
18,15,5160,10680,0.6
7,2,3368,520,0.48
3,0,1032,56,0.64
8,4,1384,2728,0.56
26,20,17568,15264,0.7
5,0,4136,1384,0.74
5,0,1928,256,0.59
20,18,4776,4264,0.56
15,12,6456,8248,0.64
6,1,5160,1608,0.69
19,17,4392,4008,0.54
25,20,22152,11832,0.77
8,4,2216,2792,0.65
18,14,2600,10680,0.6
19,17,7992,11832,0.65
13,8,1608,1928,0.78
25,20,6968,4008,0.58
5,0,3752,392,0.66
15,10,10680,6968,0.69
18,14,5544,2280,0.74
15,9,7992,5160,0.52
15,10,11832,5160,0.69
22,19,6968,15264,0.66
5,0,3112,1256,0.64
26,20,29296,15264,0.76
4,0,328,1288,0.65
5,0,2792,1352,0.61
15,12,3752,2408,0.66
13,8,4584,6712,0.57
3,0,1992,712,0.55
24,20,23688,11832,0.68
25,20,5736,14688,0.62
8,2,3624,840,0.55
13,8,9144,5992,0.68
22,19,13536,10296,0.72
8,4,5160,1800,0.75
22,19,11064,5736,0.52
4,0,552,776,0.54
19,17,7480,3624,0.53
7,2,3112,424,0.63
7,2,328,144,0.7
25,20,10296,7224,0.61
5,0,2792,600,0.57
11,6,1928,1544,0.67
15,9,2856,5160,0.68
2,0,2088,968,0.58
4,0,3240,1224,0.55
19,17,9912,3112,0.56
8,4,5544,1192,0.66
11,6,2792,3880,0.66
11,6,5352,712,0.65
15,11,12216,7736,0.64
6,1,1224,600,0.68
6,1,504,1416,0.56
6,1,1128,1608,0.68
15,10,14112,296,0.52
15,12,3112,6968,0.75
2,0,2152,1384,0.65
13,7,7480,584,0.61
8,2,5352,1384,0.5
8,2,5544,1928,0.68
15,11,14112,1928,0.65
13,7,10296,472,0.7
15,10,8248,4776,0.54
18,15,9912,4584,0.61
22,19,16416,10296,0.62
26,20,19848,10680,0.65
7,2,4584,568,0.53
4,0,1608,1256,0.61
5,0,4392,288,0.57
18,14,9528,5352,0.74
15,10,14112,7224,0.62
15,9,5160,3112,0.65
8,2,3880,208,0.7
8,2,1384,32,0.56
13,7,9912,2536,0.62
10,4,2216,2792,0.73
26,20,19848,2792,0.56
26,20,23688,8760,0.61
8,4,3240,1736,0.57
22,19,16992,13536,0.72
15,10,9912,4584,0.74
13,8,10680,3624,0.51
2,0,696,176,0.56
20,18,5160,6200,0.57
5,0,1320,120,0.55
2,0,2152,536,0.6
20,18,11448,6456,0.63
15,10,5992,1544,0.7
18,15,14112,13536,0.72
20,18,8248,13536,0.67
5,0,1736,1064,0.64
15,9,11064,5736,0.63
22,19,5992,17568,0.7
15,9,256,936,0.56
18,14,11832,11064,0.67
20,17,7224,904,0.56
13,8,7736,2792,0.68
15,9,6456,2536,0.56
15,10,4264,4392,0.79
18,15,2280,7480,0.69
6,1,4776,520,0.71
25,20,24496,7992,0.73
8,4,6200,552,0.56
10,4,5736,1864,0.5
7,2,840,1320,0.56
15,9,2856,2216,0.61
6,1,5160,1736,0.75
4,0,2600,176,0.53
10,4,3624,1192,0.6
3,0,2344,568,0.76
13,7,6456,3496,0.55
18,14,4264,224,0.54
25,20,26416,7224,0.68
5,0,2536,32,0.54
4,0,632,1256,0.73
8,2,2536,424,0.53
7,2,3880,872,0.51
8,4,2216,3112,0.64
25,20,27376,9144,0.64
26,20,12216,4776,0.61
2,0,1736,536,0.53
15,11,840,4584,0.53
7,2,4136,472,0.8
2,0,72,504,0.65
3,0,1800,776,0.5
15,11,6200,6200,0.66
8,4,6200,696,0.58
4,0,2344,208,0.54
6,1,1992,808,0.71
25,20,11064,15840,0.69
18,14,10296,9912,0.73
20,18,9528,13536,0.67
6,1,3496,680,0.53
11,6,3752,1032,0.52
8,4,4264,3624,0.66
11,6,7736,328,0.61
2,0,776,392,0.68
5,0,144,488,0.64
15,11,1736,8760,0.64
15,9,12576,2536,0.6
15,12,7480,4776,0.64
18,14,9528,10680,0.78
15,12,3752,6712,0.65
13,7,5544,472,0.68
13,7,9144,3368,0.57
5,0,4392,56,0.71
7,2,584,2152,0.67
15,12,1736,5736,0.68
11,6,8504,4264,0.67
8,2,808,1480,0.5
15,11,11832,3368,0.54
15,9,5736,6712,0.57
15,11,4264,680,0.56
10,4,4968,3496,0.61
15,11,11832,872,0.64
3,0,616,488,0.59
15,11,9528,3880,0.64
20,17,12960,13536,0.72
15,10,7224,2856,0.64
26,20,584,16416,0.69
8,2,6200,648,0.74
25,20,13536,8760,0.65
10,4,1864,552,0.54
5,0,4392,568,0.63
18,15,1288,14112,0.62
15,10,4264,6200,0.59
7,2,3368,1000,0.71
25,20,20616,5544,0.67
24,20,6456,776,0.64
5,0,2728,1256,0.74
20,18,1544,7992,0.61
10,4,5736,2728,0.63
20,18,17568,15840,0.75
7,2,3496,1672,0.54
8,4,6712,696,0.7
26,20,8504,5160,0.79
15,11,11448,504,0.75
19,17,7480,1224,0.61
15,12,6456,6200,0.61
15,12,552,6456,0.67
15,11,14112,6200,0.72
26,20,3624,15264,0.67
8,4,6200,408,0.64
11,6,5352,2792,0.57
15,11,11064,8760,0.72
25,20,28336,5160,0.65
6,1,1864,344,0.61
13,8,4968,256,0.64
22,19,16416,7480,0.69
6,1,5160,1480,0.56
18,14,3240,4392,0.55
26,20,21384,6712,0.77
15,11,6968,8504,0.75
25,20,12960,1544,0.65
3,0,1320,256,0.65
8,4,392,632,0.64
7,2,1800,1064,0.62
8,4,2984,1992,0.55
22,19,12576,7480,0.7
2,0,1288,120,0.54
18,15,4968,5544,0.62
25,20,22152,10296,0.64
4,0,3496,1384,0.56
3,0,1096,904,0.59
19,17,12960,6968,0.58
10,4,6968,1736,0.54
24,20,19080,14112,0.71
22,19,8760,7480,0.76
3,0,680,1032,0.57
2,0,1800,120,0.54
13,8,9912,2536,0.66
6,1,1736,680,0.49
15,9,13536,5160,0.56
13,7,10680,4392,0.67
5,0,600,1256,0.72
20,18,2792,12576,0.66
25,20,5736,12576,0.73
24,20,3240,17568,0.66
8,2,2344,1544,0.67
24,20,5352,11064,0.57
26,20,5992,14112,0.63
18,15,632,4264,0.74
2,0,376,776,0.79
22,19,8248,4392,0.53
2,0,968,1064,0.64
20,17,15264,10296,0.65
10,4,456,3624,0.6
18,14,632,3368,0.63
6,1,392,1672,0.69
5,0,2664,1288,0.67
25,20,10296,16416,0.69
5,0,2344,256,0.56
15,12,9144,4584,0.56
5,0,2344,424,0.68
8,2,4264,1608,0.6
15,10,9528,2024,0.54
20,17,5544,4008,0.61
26,20,12216,11832,0.62
10,4,3624,2792,0.67
11,6,3496,3752,0.6
13,8,6712,4968,0.7
25,20,25456,16416,0.76
18,14,12960,5160,0.57
18,14,12216,11448,0.66
13,7,10680,3112,0.63
13,7,9528,840,0.67
13,7,9912,968,0.6
3,0,40,120,0.65
8,4,5352,1608,0.65
7,2,5160,2088,0.76
4,0,552,288,0.64
10,4,296,3112,0.54
8,4,4584,1800,0.62
6,1,1128,680,0.79
13,8,11064,4392,0.54
20,17,1992,9144,0.63
15,11,1736,8760,0.7
13,7,7992,4008,0.55
15,11,5992,2664,0.76
18,15,7480,13536,0.67
15,9,9528,2024,0.65
3,0,568,1032,0.52
20,18,1544,2984,0.55
13,8,680,3112,0.7
15,12,5992,5736,0.59
15,11,10296,5544,0.59
4,0,1064,1192,0.5
15,12,4584,3240,0.66
19,17,696,3624,0.6
18,14,5160,9144,0.59
4,0,632,904,0.54
3,0,1544,680,0.6
26,20,7224,18336,0.68
11,6,2664,3240,0.52
8,2,3240,2152,0.53
10,4,2344,3624,0.55
8,4,4968,696,0.67
18,14,12960,10680,0.66
13,8,7480,4264,0.61
15,12,8504,9144,0.66
19,17,14112,14688,0.73
11,6,8504,3240,0.64
19,17,9912,7992,0.56
24,20,12576,14112,0.68
18,14,9912,2280,0.54
15,9,2280,4008,0.67
15,10,5544,5160,0.55
2,0,2088,1224,0.71
13,8,1128,5352,0.64
15,11,9144,7992,0.65
7,2,104,176,0.67
20,17,4776,14688,0.65
26,20,15840,9528,0.73
20,18,16416,13536,0.71
15,9,12576,3496,0.59
22,19,2792,13536,0.67
15,11,11448,1384,0.57
18,15,13536,6968,0.7
15,10,3496,5736,0.53
26,20,4968,6200,0.51
25,20,19080,1544,0.55
22,19,15840,17568,0.75
26,20,19848,1992,0.65
22,19,22152,10296,0.7
15,12,840,2792,0.51
18,15,14688,9912,0.67
26,20,1192,9912,0.7
22,19,22920,18336,0.75
24,20,7480,16992,0.71
19,17,9912,904,0.6
5,0,3496,1352,0.59
15,11,1128,6200,0.69
20,18,15264,12216,0.69
20,17,5992,10296,0.59
15,10,1736,4968,0.58
2,0,1800,872,0.65
22,19,12960,15264,0.7
24,20,21384,8248,0.64
19,17,17568,1224,0.58
8,2,4392,1800,0.57
18,15,14112,2600,0.58
5,0,3112,1032,0.58
18,15,6712,12960,0.67
25,20,552,14112,0.64
20,17,7480,10680,0.61
7,2,224,1544,0.57
22,19,1864,9912,0.66
19,17,4392,12216,0.62
2,0,72,616,0.62
19,17,5160,5736,0.65
4,0,3112,616,0.6
8,2,2344,1800,0.6
24,20,10296,18336,0.71
2,0,1992,1320,0.57
5,0,3112,288,0.53
20,17,12960,1224,0.54
10,4,6968,2216,0.53
20,18,2792,5544,0.63
7,2,2472,208,0.61
4,0,3112,1000,0.75
15,12,9528,1192,0.69
11,6,5736,1352,0.67
6,1,4136,1544,0.79
11,6,328,2408,0.53
15,9,12960,7224,0.63
15,10,5992,5160,0.66
24,20,9528,19848,0.72
20,17,11064,10296,0.65
13,8,440,2536,0.72
19,17,6456,11832,0.64
18,15,3880,6456,0.61
26,20,22920,18336,0.76
15,10,13536,5352,0.57
5,0,2664,1096,0.63
15,10,14112,2344,0.56
8,4,6200,3368,0.72
20,17,11448,5544,0.59
18,15,14688,10296,0.67
25,20,1128,6200,0.61
15,11,3496,3368,0.52
24,20,2152,376,0.58
3,0,2856,1096,0.61
20,18,19080,10680,0.7
15,9,5544,7224,0.58
26,20,3624,4392,0.54
24,20,15840,6200,0.55
19,17,5352,12576,0.65
7,2,2216,1608,0.61
4,0,1608,808,0.63
18,15,12216,552,0.51
15,12,10296,8760,0.66
6,1,2792,1192,0.75
15,11,14112,6968,0.63
15,12,6968,9144,0.65
8,4,3496,3368,0.68
20,17,14112,904,0.67
15,9,7736,5736,0.75
11,6,1032,3624,0.57
18,15,15840,12960,0.73
20,17,7992,13536,0.68
13,8,5992,2216,0.5
3,0,176,288,0.63
24,20,25456,2792,0.6
7,2,1800,376,0.78
26,20,5544,3624,0.59
24,20,1608,2344,0.51
2,0,840,776,0.71
24,20,7480,11064,0.58
20,17,13536,1544,0.64
25,20,12216,17568,0.72
20,18,2344,12960,0.6
19,17,10296,6200,0.67
19,17,4008,5160,0.71
2,0,208,32,0.57
25,20,28336,15840,0.76
11,6,4008,392,0.64
10,4,296,1480,0.61
15,10,1992,4264,0.51
15,9,9912,4776,0.63
20,18,17568,10680,0.67
15,12,9528,5352,0.66
5,0,680,1192,0.56
2,0,1672,1128,0.61
11,6,7736,4264,0.6
4,0,2856,744,0.55
19,17,9144,8248,0.61
6,1,1480,680,0.61
3,0,40,904,0.5
18,14,7992,12576,0.64
15,10,11448,1544,0.65
2,0,1320,1160,0.65
18,14,2600,5160,0.64
26,20,14688,376,0.53
13,8,8760,2664,0.78
4,0,3496,904,0.7
25,20,27376,11448,0.7
8,4,6456,552,0.63
25,20,12216,16416,0.68
10,4,5992,3240,0.63
3,0,2280,1320,0.63
7,2,5736,2088,0.57
11,6,3112,1736,0.61
10,4,936,776,0.54
15,12,840,5992,0.59
5,0,2216,1032,0.61
13,8,5992,1256,0.65
26,20,22920,19848,0.76
24,20,22920,4008,0.72
13,7,1608,104,0.57
19,17,16992,3112,0.6
10,4,296,3112,0.56
18,14,11832,10296,0.62
20,18,9528,1928,0.58
4,0,1416,840,0.69
3,0,2792,936,0.54
13,7,8504,4136,0.73
11,6,5736,2088,0.65
26,20,4968,14112,0.64
7,2,4584,1000,0.7
25,20,3496,7992,0.6
18,14,11832,3880,0.68
26,20,584,3112,0.51
2,0,1608,152,0.55
15,10,8248,3112,0.55
11,6,5352,2984,0.64
8,2,6712,1256,0.67
2,0,1288,176,0.54
4,0,1064,1032,0.67
15,11,7736,328,0.61
13,7,7736,3112,0.59
13,7,10680,3496,0.67
20,18,16992,12960,0.68
15,11,5160,5544,0.68
10,4,7480,840,0.55
13,8,11064,3112,0.54
6,1,5160,776,0.51
4,0,1864,1384,0.7
18,15,16416,2856,0.55
24,20,22920,1544,0.56
15,10,6456,7992,0.72
13,7,2024,4392,0.61
25,20,20616,11448,0.66
2,0,32,776,0.77
11,6,2664,176,0.61
4,0,840,1288,0.62
20,18,7480,9144,0.67
19,17,696,14112,0.61
8,2,2536,256,0.71
24,20,25456,2792,0.57
6,1,2792,680,0.57
13,8,4136,2216,0.5
15,9,12960,2856,0.72
26,20,6712,12216,0.65
22,19,19848,14112,0.71
18,14,6200,5352,0.53
15,10,14112,5736,0.69
2,0,1800,904,0.71
24,20,1064,6200,0.54
8,2,3112,1416,0.61
22,19,15264,1800,0.73
5,0,4392,1256,0.75
18,14,6456,6200,0.61
3,0,328,872,0.61
8,4,2664,56,0.47
18,15,968,12960,0.6
22,19,11448,10296,0.63
15,9,13536,3112,0.76
4,0,1992,1320,0.63
11,6,4264,2216,0.74
5,0,3368,392,0.57
18,14,5544,9912,0.62
18,15,9144,256,0.69
13,7,8504,2344,0.62
18,14,7992,2536,0.65
24,20,21384,1992,0.66
13,7,11064,2984,0.67
18,14,12960,9144,0.63
8,2,6456,1928,0.65
13,8,6712,968,0.52
3,0,2600,328,0.54
15,11,12576,144,0.65
15,10,4264,4264,0.55
15,9,9528,2856,0.78
19,17,13536,9912,0.64
6,1,1992,88,0.53
20,18,6712,8760,0.63
11,6,1224,4584,0.7
3,0,744,712,0.56
26,20,2408,1544,0.55
20,18,3624,12960,0.62
8,2,1256,1256,0.7
2,0,2216,1128,0.58
24,20,15840,15840,0.71
13,8,1352,4392,0.55
25,20,13536,8248,0.62
15,11,5736,680,0.6
20,17,16416,5544,0.61
15,12,4584,5736,0.56
13,7,440,1800,0.56
26,20,28336,14112,0.74
18,14,7480,6456,0.72
18,14,9912,488,0.5
18,14,15264,3880,0.6
10,4,3496,2728,0.58
13,8,3880,6200,0.57
13,7,3624,2472,0.64
8,4,1256,2280,0.49
15,11,6200,7992,0.62
5,0,3240,1288,0.59
2,0,256,1320,0.64
3,0,2856,1384,0.56
26,20,6712,7480,0.76
25,20,26416,3112,0.76
24,20,19080,11064,0.65
8,4,1544,1128,0.59
18,15,4584,9528,0.6
8,4,536,1800,0.73
15,11,3496,2984,0.61
13,7,904,5352,0.56
15,10,9528,2344,0.55
6,1,176,1384,0.48
6,1,1672,1384,0.7
5,0,1864,712,0.67
13,7,4968,4968,0.56
18,14,7992,7736,0.59
13,8,5544,4584,0.65
7,2,4968,1288,0.63
2,0,1928,808,0.51
15,9,7480,7224,0.72
7,2,2216,256,0.66
18,15,3240,5992,0.63
18,15,5160,10296,0.61
18,14,13536,9144,0.61
15,12,14112,9912,0.68
13,7,2984,472,0.65
18,14,5160,9912,0.67
24,20,13536,14112,0.66
20,17,7992,7736,0.55
20,17,1992,7992,0.55
11,6,1384,1352,0.53
2,0,968,808,0.6
15,12,1992,4584,0.58
18,15,11064,552,0.56
8,4,2664,2280,0.62
20,17,3112,3112,0.66
18,14,6456,12960,0.65
18,15,12216,3496,0.58
15,12,2600,7480,0.65
6,1,2600,1224,0.54
15,12,5544,5352,0.63
25,20,11064,9144,0.66
22,19,19848,16416,0.76
10,4,5736,2280,0.57
4,0,1992,536,0.54
6,1,1128,1384,0.66
13,8,4392,5992,0.55
15,11,12576,8504,0.7
25,20,14688,13536,0.65
19,17,696,5160,0.59
19,17,12960,4968,0.53
20,18,17568,11448,0.72
6,1,4584,904,0.63
15,9,5544,4776,0.76
2,0,1608,1192,0.73
10,4,6968,696,0.57
10,4,5160,1928,0.68
25,20,16992,19848,0.74
7,2,1928,256,0.58
26,20,2984,3624,0.51
6,1,5160,144,0.67
20,17,10680,13536,0.69
5,0,224,1320,0.59
20,17,1160,9528,0.76
6,1,3496,24,0.49
18,14,16416,488,0.71
2,0,936,776,0.64
7,2,6200,2216,0.62
2,0,1480,600,0.51
13,7,9912,224,0.73
18,15,8504,1416,0.59
13,7,2024,4968,0.53
13,8,5544,3112,0.76
25,20,11064,3624,0.62
2,0,1544,1224,0.62
15,9,256,5992,0.54
25,20,22920,15264,0.73
6,1,3240,744,0.61
8,4,5736,488,0.77
3,0,568,600,0.62
6,1,1544,56,0.64
18,15,632,9912,0.56
5,0,144,1160,0.63
8,4,1544,56,0.76
5,0,2280,1064,0.7
6,1,4584,1064,0.56
5,0,4392,1064,0.6
19,17,6200,5736,0.55
22,19,7992,336,0.69
6,1,176,1416,0.63
8,4,3112,3240,0.58
11,6,872,3496,0.56
20,17,5160,1544,0.6
26,20,20616,376,0.56
2,0,744,648,0.65
18,15,7736,11448,0.63
7,2,2664,1672,0.74
7,2,1096,32,0.48
15,9,5992,5160,0.65
26,20,13536,15840,0.71
15,11,12216,7992,0.67
25,20,15264,14688,0.71
18,14,2600,2024,0.77
8,4,6200,2728,0.66
10,4,6200,328,0.74
8,2,6456,2088,0.63
24,20,19848,10296,0.63
15,12,5544,7224,0.71
11,6,8504,1544,0.56
13,7,7992,1608,0.68
3,0,1992,1288,0.59
3,0,2600,376,0.64
26,20,6712,1160,0.59
15,10,12960,776,0.51
13,8,3240,256,0.7
18,14,14688,9144,0.65
11,6,3880,1128,0.6
18,14,12216,1800,0.6
6,1,2792,808,0.64
11,6,2472,3624,0.62
8,4,680,2664,0.64
7,2,6200,2216,0.59
10,4,4392,2984,0.63
3,0,616,712,0.52
24,20,9144,7992,0.68
4,0,1288,176,0.55
